seed,arm,frame,tile_idx,n_all_classes,n_plant,max_det,hit_cap
stock_s0,tile,20260705_132815_000024.jpg,0,641,300,3000,0
stock_s0,tile,20260705_132815_000024.jpg,1,635,222,3000,0
stock_s0,tile,20260705_132815_000024.jpg,2,590,245,3000,0
stock_s0,tile,20260705_132815_000024.jpg,3,537,144,3000,0
stock_s0,tile,20260705_132815_000024.jpg,4,541,183,3000,0
stock_s0,tile,20260705_132815_000024.jpg,5,447,173,3000,0
stock_s0,tile,20260705_132815_000024.jpg,6,400,187,3000,0
stock_s0,tile,20260705_132815_000024.jpg,7,442,197,3000,0
stock_s0,tile,20260705_132815_000024.jpg,8,590,288,3000,0
stock_s0,tile,20260705_132815_000024.jpg,9,638,281,3000,0
stock_s0,tile,20260705_132815_000024.jpg,10,649,326,3000,0
stock_s0,tile,20260705_132815_000024.jpg,11,476,216,3000,0
stock_s0,tile,20260705_132815_000024.jpg,12,516,267,3000,0
stock_s0,tile,20260705_132815_000024.jpg,13,411,227,3000,0
stock_s0,tile,20260705_132815_000024.jpg,14,496,294,3000,0
stock_s0,tile,20260705_132815_000024.jpg,15,542,350,3000,0
stock_s0,tile,20260705_132815_000024.jpg,16,309,189,3000,0
stock_s0,tile,20260705_132815_000024.jpg,17,258,152,3000,0
stock_s0,tile,20260705_132815_000024.jpg,18,225,130,3000,0
stock_s0,tile,20260705_132815_000024.jpg,19,236,149,3000,0
stock_s0,tile,20260705_132815_000024.jpg,20,368,250,3000,0
stock_s0,tile,20260705_132815_000024.jpg,21,290,184,3000,0
stock_s0,tile,20260705_132815_000024.jpg,22,278,202,3000,0
stock_s0,tile,20260705_132815_000024.jpg,23,312,212,3000,0
stock_s0,tile,20260705_132815_000024.jpg,24,157,95,3000,0
stock_s0,tile,20260705_132815_000024.jpg,25,105,60,3000,0
stock_s0,tile,20260705_132815_000024.jpg,26,130,70,3000,0
stock_s0,tile,20260705_132815_000024.jpg,27,99,60,3000,0
stock_s0,tile,20260705_132815_000024.jpg,28,288,170,3000,0
stock_s0,tile,20260705_132815_000024.jpg,29,256,145,3000,0
stock_s0,tile,20260705_132815_000024.jpg,30,177,100,3000,0
stock_s0,tile,20260705_132815_000024.jpg,31,147,81,3000,0
stock_s0,tile_addfull,20260705_132815_000024.jpg,-1,1553,577,3000,0
stock_s0,tile,20260705_132815_000048.jpg,0,617,290,3000,0
stock_s0,tile,20260705_132815_000048.jpg,1,653,224,3000,0
stock_s0,tile,20260705_132815_000048.jpg,2,588,206,3000,0
stock_s0,tile,20260705_132815_000048.jpg,3,526,155,3000,0
stock_s0,tile,20260705_132815_000048.jpg,4,468,196,3000,0
stock_s0,tile,20260705_132815_000048.jpg,5,459,223,3000,0
stock_s0,tile,20260705_132815_000048.jpg,6,420,208,3000,0
stock_s0,tile,20260705_132815_000048.jpg,7,414,216,3000,0
stock_s0,tile,20260705_132815_000048.jpg,8,451,274,3000,0
stock_s0,tile,20260705_132815_000048.jpg,9,472,258,3000,0
stock_s0,tile,20260705_132815_000048.jpg,10,500,259,3000,0
stock_s0,tile,20260705_132815_000048.jpg,11,430,228,3000,0
stock_s0,tile,20260705_132815_000048.jpg,12,458,280,3000,0
stock_s0,tile,20260705_132815_000048.jpg,13,449,269,3000,0
stock_s0,tile,20260705_132815_000048.jpg,14,532,362,3000,0
stock_s0,tile,20260705_132815_000048.jpg,15,544,386,3000,0
stock_s0,tile,20260705_132815_000048.jpg,16,263,160,3000,0
stock_s0,tile,20260705_132815_000048.jpg,17,228,124,3000,0
stock_s0,tile,20260705_132815_000048.jpg,18,224,133,3000,0
