seed,arm,frame,tile_idx,n_all_classes,n_plant,max_det,hit_cap
stock_s0,tile,20260705_132815_000564.jpg,25,191,78,12000,0
stock_s0,tile,20260705_132815_000564.jpg,26,167,95,12000,0
stock_s0,tile,20260705_132815_000564.jpg,27,39,22,12000,0
stock_s0,tile,20260705_132815_000564.jpg,28,142,75,12000,0
stock_s0,tile,20260705_132815_000564.jpg,29,64,34,12000,0
stock_s0,tile,20260705_132815_000564.jpg,30,231,140,12000,0
stock_s0,tile,20260705_132815_000564.jpg,31,268,166,12000,0
stock_s0,tile_addfull,20260705_132815_000564.jpg,-1,1571,542,12000,0
stock_s0,tile,20260705_132815_000576.jpg,0,721,333,12000,0
stock_s0,tile,20260705_132815_000576.jpg,1,718,258,12000,0
stock_s0,tile,20260705_132815_000576.jpg,2,787,310,12000,0
stock_s0,tile,20260705_132815_000576.jpg,3,561,151,12000,0
stock_s0,tile,20260705_132815_000576.jpg,4,524,165,12000,0
stock_s0,tile,20260705_132815_000576.jpg,5,514,234,12000,0
