epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,246.009,2.34981,2.4646,1.8512,0.30775,0.30742,0.30245,0.1383,1.85877,1.4842,1.4435,0.00333134,0.00333134,0.00333134
2,489.856,1.93702,1.59292,1.43705,0.32522,0.31936,0.32103,0.14466,1.8785,1.43221,1.44932,0.00663169,0.00663169,0.00663169
3,733.392,1.90448,1.50758,1.3965,0.85156,0.34323,0.34701,0.16555,1.79256,1.31262,1.37234,0.00989903,0.00989903,0.00989903
4,976.831,1.85428,1.41028,1.37549,0.34398,0.36212,0.34856,0.1612,1.83561,1.24947,1.40762,0.0098515,0.0098515,0.0098515
5,1220.34,1.80235,1.30427,1.3503,0.84657,0.37078,0.34983,0.16759,1.78667,1.18727,1.39653,0.009802,0.009802,0.009802
6,1463.49,1.76915,1.26695,1.34378,0.8495,0.36253,0.35682,0.17353,1.76738,1.18629,1.40749,0.0097525,0.0097525,0.0097525
7,1706.68,1.73252,1.21958,1.32975,0.85622,0.37087,0.36383,0.18209,1.72945,1.13894,1.37316,0.009703,0.009703,0.009703
8,1949.85,1.70484,1.1929,1.31385,0.85841,0.3737,0.36876,0.18144,1.739,1.12667,1.38624,0.0096535,0.0096535,0.0096535
9,2193.12,1.68712,1.16511,1.30641,0.86,0.36632,0.36504,0.18141,1.72283,1.14192,1.37593,0.009604,0.009604,0.009604
10,2436.42,1.66839,1.14801,1.29523,0.85544,0.36662,0.36559,0.17586,1.77902,1.13321,1.4145,0.0095545,0.0095545,0.0095545
11,2679.51,1.65156,1.12675,1.29279,0.84836,0.37208,0.36127,0.17001,1.79142,1.14704,1.43435,0.009505,0.009505,0.009505
12,2923.04,1.63189,1.11158,1.27549,0.85605,0.37722,0.37098,0.18589,1.72295,1.08214,1.37874,0.0094555,0.0094555,0.0094555
13,3166.46,1.61409,1.08742,1.27459,0.86129,0.36788,0.3659,0.18156,1.70981,1.12261,1.3776,0.009406,0.009406,0.009406
14,3409.85,1.59538,1.07942,1.26352,0.85453,0.36908,0.36184,0.17709,1.73401,1.11132,1.38791,0.0093565,0.0093565,0.0093565
15,3653.32,1.58762,1.06422,1.25566,0.85722,0.37531,0.36882,0.1827,1.7336,1.08137,1.39624,0.009307,0.009307,0.009307
16,3896.56,1.56948,1.05089,1.25534,0.85392,0.37112,0.36408,0.17632,1.76854,1.08937,1.426,0.0092575,0.0092575,0.0092575
17,4139.77,1.55437,1.03928,1.25001,0.85547,0.37046,0.36618,0.17598,1.76368,1.0879,1.41818,0.009208,0.009208,0.009208
18,4383.07,1.54899,1.02648,1.24409,0.85047,0.37474,0.36298,0.1782,1.72957,1.07944,1.38232,0.0091585,0.0091585,0.0091585
19,4626.42,1.53486,1.02179,1.23881,0.85679,0.37519,0.36745,0.18058,1.73566,1.06687,1.41032,0.009109,0.009109,0.009109
20,4869.92,1.52024,1.00816,1.23023,0.85284,0.37232,0.36156,0.17618,1.7654,1.07556,1.42303,0.0090595,0.0090595,0.0090595
21,5113.23,1.51122,1.00214,1.23114,0.85714,0.37028,0.36719,0.17667,1.79417,1.07406,1.46123,0.00901,0.00901,0.00901
22,5356.58,1.49775,0.98817,1.22553,0.85469,0.36926,0.36531,0.17892,1.76743,1.05415,1.43552,0.0089605,0.0089605,0.0089605
23,5600.07,1.4848,0.97584,1.21858,0.86341,0.3692,0.36832,0.18041,1.77888,1.05832,1.43706,0.008911,0.008911,0.008911
24,5843.88,1.4749,0.96335,1.21372,0.85736,0.37038,0.36879,0.18359,1.73724,1.05141,1.41555,0.0088615,0.0088615,0.0088615
25,6087.36,1.46501,0.95649,1.20945,0.85705,0.36926,0.37037,0.18427,1.73629,1.05374,1.41684,0.008812,0.008812,0.008812
26,6330.76,1.46088,0.95396,1.20507,0.85334,0.37857,0.36724,0.17972,1.76038,1.05656,1.41948,0.0087625,0.0087625,0.0087625
27,6574.26,1.44611,0.94205,1.19755,0.85597,0.36077,0.36023,0.17315,1.78093,1.0772,1.44724,0.008713,0.008713,0.008713
28,6818.01,1.43776,0.93067,1.19127,0.85585,0.37046,0.36482,0.1806,1.76188,1.05204,1.42008,0.0086635,0.0086635,0.0086635
29,7061.79,1.42503,0.92465,1.18863,0.85204,0.37017,0.36238,0.17825,1.76924,1.05384,1.43597,0.008614,0.008614,0.008614
30,7305.79,1.42002,0.91853,1.18581,0.85417,0.36485,0.35975,0.17534,1.79179,1.07246,1.44527,0.0085645,0.0085645,0.0085645
31,7549.77,1.41662,0.91883,1.18433,0.85653,0.371,0.36592,0.18055,1.76852,1.05449,1.43243,0.008515,0.008515,0.008515
32,7793.31,1.40088,0.90483,1.17814,0.85583,0.36782,0.36218,0.17808,1.78008,1.05683,1.4375,0.0084655,0.0084655,0.0084655
