epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,112.396,2.63649,2.57891,1.97705,0.29569,0.30431,0.29251,0.1286,1.91364,1.54913,1.48738,0.00332538,0.00332538,0.00332538
2,222.937,1.96984,1.51709,1.38964,0.32996,0.31889,0.3188,0.14511,1.84384,1.39885,1.42329,0.00662575,0.00662575,0.00662575
3,333.306,1.92008,1.41198,1.34539,0.80138,0.33915,0.29856,0.12222,1.9855,1.42786,1.48597,0.00989312,0.00989312,0.00989312
4,443.608,1.8681,1.32586,1.3121,0.84479,0.36506,0.35108,0.16046,1.8239,1.23232,1.38579,0.0098515,0.0098515,0.0098515
5,553.861,1.80111,1.22981,1.28053,0.84811,0.36032,0.35765,0.16981,1.81625,1.18698,1.40753,0.009802,0.009802,0.009802
6,664.088,1.76472,1.17625,1.27016,0.85059,0.34353,0.34946,0.16718,1.78882,1.18002,1.38168,0.0097525,0.0097525,0.0097525
7,774.152,1.72871,1.1519,1.25104,0.85803,0.37161,0.37054,0.18348,1.72221,1.09194,1.32804,0.009703,0.009703,0.009703
8,884.415,1.69627,1.11459,1.23593,0.85939,0.36542,0.36802,0.18256,1.72908,1.07516,1.34209,0.0096535,0.0096535,0.0096535
9,994.509,1.67173,1.09369,1.22073,0.85505,0.3722,0.37099,0.18427,1.72225,1.07368,1.34371,0.009604,0.009604,0.009604
10,1104.79,1.65405,1.0741,1.21537,0.85438,0.37525,0.36738,0.18139,1.72968,1.06385,1.34277,0.0095545,0.0095545,0.0095545
11,1214.92,1.62951,1.05698,1.20731,0.86193,0.36974,0.37036,0.17867,1.75813,1.06477,1.36799,0.009505,0.009505,0.009505
12,1325.25,1.61455,1.03269,1.19731,0.85684,0.37915,0.36824,0.18107,1.73255,1.05331,1.35936,0.0094555,0.0094555,0.0094555
13,1435.63,1.59963,1.02372,1.19193,0.85713,0.37891,0.37132,0.18206,1.75541,1.03057,1.3625,0.009406,0.009406,0.009406
14,1545.93,1.57926,1.00555,1.18873,0.85767,0.3677,0.36577,0.18163,1.72418,1.04004,1.36065,0.0093565,0.0093565,0.0093565
15,1656.16,1.56774,0.99998,1.17844,0.86618,0.36825,0.37114,0.18223,1.7449,1.04914,1.35796,0.009307,0.009307,0.009307
16,1766.21,1.54845,0.98603,1.17531,0.86405,0.37064,0.36818,0.18155,1.72601,1.03959,1.36225,0.0092575,0.0092575,0.0092575
17,1876.35,1.53574,0.9767,1.16739,0.86363,0.36494,0.37397,0.18549,1.72172,1.03387,1.35731,0.009208,0.009208,0.009208
18,1986.56,1.5257,0.96687,1.16185,0.85764,0.37436,0.36966,0.1832,1.74852,1.02889,1.37007,0.0091585,0.0091585,0.0091585
