epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.82637,3.9355,4.17731,2.95909,0.00283,0.09091,0.0017,0.00052,4.69624,4.61457,3.51957,0.00018337,0.00018337,0.00018337
2,7.83938,3.20407,2.8108,2.29338,0.50015,0.00455,5e-05,1e-05,4.70643,4.89953,3.77124,0.000381512,0.000381512,0.000381512
3,11.6994,2.71243,2.32673,1.94377,0.00214,0.00774,0.00108,0.00016,4.90175,4.54032,3.98592,0.000577674,0.000577674,0.000577674
4,15.5607,2.45812,2.08659,1.76906,0.00304,0.10989,0.00536,0.00181,4.77698,4.01196,3.70234,0.000771855,0.000771855,0.000771855
5,19.4721,2.45238,2.11057,1.78417,0.05461,0.30566,0.06495,0.01498,3.64173,3.24119,2.89424,0.000964056,0.000964056,0.000964056
6,23.353,2.36233,1.90445,1.70637,0.06144,0.48054,0.14078,0.04122,2.96774,2.75923,2.44566,0.00115428,0.00115428,0.00115428
7,27.2064,2.37113,1.88338,1.72715,0.18371,0.12998,0.12201,0.03712,2.80284,2.64694,2.32041,0.00134252,0.00134252,0.00134252
8,31.0318,2.2904,1.80516,1.65337,0.03964,0.37313,0.0719,0.02734,2.62092,3.08014,2.2575,0.00152878,0.00152878,0.00152878
9,34.8811,2.349,1.81151,1.7233,0.24933,0.224,0.16202,0.0526,2.65063,2.51801,2.32724,0.00160099,0.00160099,0.00160099
10,38.7515,2.25038,1.76555,1.67674,0.21684,0.19526,0.16874,0.05949,2.63232,2.29285,2.18041,0.00159274,0.00159274,0.00159274
11,42.6418,2.2978,1.84696,1.689,0.26362,0.25694,0.23921,0.09226,2.37947,1.94699,2.01399,0.00158448,0.00158448,0.00158448
12,46.5069,2.29849,1.7638,1.65568,0.28631,0.19186,0.19382,0.06925,2.65211,2.67929,2.18978,0.00157623,0.00157623,0.00157623
13,50.347,2.26281,1.80967,1.69519,0.24775,0.43185,0.28902,0.10329,2.14443,2.35119,1.78698,0.00156798,0.00156798,0.00156798
14,54.267,2.25378,1.73418,1.61413,0.68478,0.21212,0.21025,0.06605,2.28036,3.25557,1.97303,0.00155973,0.00155973,0.00155973
15,58.1719,2.26825,1.83919,1.68638,0.27998,0.30813,0.25806,0.08667,2.29461,2.07862,1.97275,0.00155148,0.00155148,0.00155148
16,62.012,2.2155,1.75735,1.63465,0.32317,0.30933,0.2572,0.08881,2.25292,1.88003,1.90746,0.00154323,0.00154323,0.00154323
17,65.8799,2.19494,1.74077,1.64666,0.24372,0.28676,0.18867,0.06807,2.39406,2.24024,1.92996,0.00153497,0.00153497,0.00153497
18,69.7077,2.17948,1.63981,1.5901,0.30377,0.28153,0.23106,0.08442,2.37958,2.15571,1.85263,0.00152672,0.00152672,0.00152672
19,73.5885,2.11752,1.60945,1.56979,0.4699,0.3937,0.36951,0.13099,2.23782,1.721,1.80411,0.00151847,0.00151847,0.00151847
20,77.499,2.13627,1.52683,1.54968,0.53909,0.40282,0.3876,0.15072,2.09667,1.87699,1.72015,0.00151022,0.00151022,0.00151022
21,81.4073,2.16118,1.58242,1.54464,0.27503,0.34665,0.23181,0.07703,2.43896,1.91642,1.89572,0.00150197,0.00150197,0.00150197
22,85.2721,2.12773,1.52194,1.52818,0.34636,0.27847,0.21458,0.07578,2.56145,2.09544,2.02899,0.00149372,0.00149372,0.00149372
23,89.1648,2.15609,1.56236,1.5809,0.34838,0.49395,0.36545,0.13006,2.21911,2.06121,1.9153,0.00148546,0.00148546,0.00148546
24,93.0144,2.11003,1.4907,1.56756,0.79807,0.31499,0.36778,0.13351,2.14831,1.71493,1.82099,0.00147721,0.00147721,0.00147721
25,96.8526,2.10728,1.53456,1.5771,0.25325,0.38979,0.33884,0.13564,2.0773,1.6266,1.75596,0.00146896,0.00146896,0.00146896
26,100.73,2.09312,1.46015,1.51897,0.35463,0.44171,0.3446,0.13486,2.11562,1.68496,1.78429,0.00146071,0.00146071,0.00146071
27,104.603,2.03834,1.43837,1.51614,0.43699,0.35455,0.357,0.12672,2.16489,1.66605,1.83479,0.00145246,0.00145246,0.00145246
28,108.478,2.0545,1.4399,1.49441,0.50325,0.38174,0.37657,0.14407,2.10515,1.64121,1.75307,0.00144421,0.00144421,0.00144421
29,112.343,2.02717,1.42304,1.48091,0.44606,0.38698,0.3674,0.14585,2.08235,1.65122,1.73711,0.00143595,0.00143595,0.00143595
30,116.172,2.03703,1.41513,1.50746,0.42962,0.43772,0.38278,0.15199,2.04971,1.61488,1.70496,0.0014277,0.0014277,0.0014277
31,120.06,2.0284,1.4167,1.49828,0.3255,0.31831,0.35993,0.13452,2.14639,1.61499,1.8108,0.00141945,0.00141945,0.00141945
32,123.911,2.0453,1.42704,1.51571,0.34559,0.31898,0.38308,0.15069,2.09399,1.57785,1.74859,0.0014112,0.0014112,0.0014112
33,127.758,2.01933,1.40075,1.512,0.32967,0.43381,0.35439,0.13513,2.15439,1.64298,1.79374,0.00140295,0.00140295,0.00140295
34,131.646,2.02288,1.37416,1.44016,0.25179,0.39155,0.26719,0.08457,2.46854,1.83064,2.02138,0.0013947,0.0013947,0.0013947
35,135.489,2.0294,1.43159,1.48077,0.34117,0.49608,0.38531,0.16185,2.01754,1.53101,1.64964,0.00138644,0.00138644,0.00138644
36,139.359,2.0183,1.38077,1.48643,0.36561,0.51411,0.40021,0.15608,2.13359,1.54179,1.73154,0.00137819,0.00137819,0.00137819
37,143.183,2.0169,1.36371,1.47409,0.40732,0.48907,0.40047,0.15793,2.06432,1.57446,1.69226,0.00136994,0.00136994,0.00136994
38,147.039,2.00395,1.33177,1.46852,0.40789,0.48421,0.40135,0.15813,2.08995,1.56065,1.70344,0.00136169,0.00136169,0.00136169
39,150.84,1.94731,1.30863,1.45473,0.38198,0.43947,0.38021,0.14218,2.15218,1.58743,1.82181,0.00135344,0.00135344,0.00135344
40,154.65,1.99012,1.31667,1.48387,0.39012,0.45279,0.39175,0.14999,2.0913,1.56456,1.77276,0.00134519,0.00134519,0.00134519
41,158.485,2.01998,1.32422,1.48657,0.4002,0.45726,0.37681,0.14025,2.11284,1.54589,1.74891,0.00133693,0.00133693,0.00133693
42,162.311,2.02601,1.38618,1.481,0.41775,0.45255,0.414,0.16056,2.07285,1.52565,1.71033,0.00132868,0.00132868,0.00132868
43,166.208,2.00672,1.36822,1.48057,0.40953,0.46659,0.41947,0.17734,2.00174,1.48326,1.64355,0.00132043,0.00132043,0.00132043
44,170.075,2.02916,1.33634,1.45087,0.40497,0.47169,0.40214,0.16022,2.09507,1.51759,1.73777,0.00131218,0.00131218,0.00131218
45,173.933,1.9976,1.35934,1.49231,0.42714,0.43844,0.40882,0.1603,2.16932,1.57282,1.73122,0.00130393,0.00130393,0.00130393
46,177.793,1.95849,1.28263,1.43389,0.4312,0.40223,0.39788,0.15921,2.13597,1.63115,1.72657,0.00129568,0.00129568,0.00129568
47,181.64,1.9702,1.32152,1.46844,0.39946,0.49442,0.42732,0.17165,2.01397,1.44183,1.6632,0.00128742,0.00128742,0.00128742
48,185.479,1.96282,1.2642,1.4467,0.38087,0.49155,0.41263,0.15573,2.12202,1.46694,1.74224,0.00127917,0.00127917,0.00127917
49,189.359,1.95132,1.25463,1.41727,0.55759,0.46037,0.44655,0.16345,2.11846,1.47429,1.74549,0.00127092,0.00127092,0.00127092
50,193.21,1.91006,1.22185,1.39524,0.56741,0.45387,0.45914,0.17631,2.0466,1.48826,1.69369,0.00126267,0.00126267,0.00126267
51,197.094,1.93568,1.23459,1.40613,0.5531,0.4378,0.44819,0.17733,2.06033,1.49872,1.69975,0.00125442,0.00125442,0.00125442
52,200.947,1.90511,1.24459,1.41441,0.63714,0.38577,0.47621,0.18185,2.12057,1.53965,1.73666,0.00124617,0.00124617,0.00124617
53,204.83,1.91265,1.24302,1.42824,0.44968,0.47465,0.42232,0.16811,2.09494,1.4502,1.70871,0.00123791,0.00123791,0.00123791
54,208.658,1.91631,1.23878,1.42127,0.45473,0.48644,0.43656,0.16916,2.06803,1.44434,1.6839,0.00122966,0.00122966,0.00122966
55,212.48,1.90525,1.25696,1.43556,0.43463,0.44947,0.42689,0.15681,2.23877,1.57831,1.82953,0.00122141,0.00122141,0.00122141
56,216.344,1.94664,1.26023,1.42478,0.44708,0.39176,0.40545,0.14189,2.31283,1.62654,1.92097,0.00121316,0.00121316,0.00121316
57,220.196,1.90182,1.2339,1.4181,0.56017,0.46906,0.48373,0.19956,1.9773,1.41381,1.63581,0.00120491,0.00120491,0.00120491
58,224.06,1.89285,1.27339,1.42136,0.49604,0.47569,0.46132,0.18884,2.01854,1.43006,1.65183,0.00119666,0.00119666,0.00119666
59,227.886,1.93347,1.27747,1.45257,0.52819,0.51069,0.47815,0.20166,1.98209,1.38246,1.61649,0.0011884,0.0011884,0.0011884
