epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.86903,7.61207,13.358,5.70626,0.00111,0.07273,0.00549,0.00119,8.71343,9.3089,6.81031,0.00018337,0.00018337,0.00018337
2,9.83782,5.77249,7.76383,4.0974,0.00083,0.05455,0.0007,0.0002,9.62233,8.12751,7.67644,0.000381512,0.000381512,0.000381512
3,14.6643,4.93839,5.996,3.58492,0.0044,0.09809,0.0034,0.00109,6.98427,7.16145,5.92106,0.000577674,0.000577674,0.000577674
4,19.4916,4.63274,5.05932,3.3321,0.12724,0.38006,0.12413,0.04672,4.80332,5.45219,4.28617,0.000771855,0.000771855,0.000771855
5,24.3304,4.64265,4.83782,3.3461,0.15714,0.34003,0.1147,0.04142,4.69225,5.86576,4.14909,0.000964056,0.000964056,0.000964056
6,29.1477,4.60171,4.66633,3.31759,0.21309,0.24952,0.16588,0.05557,4.79533,4.84809,4.45132,0.00115428,0.00115428,0.00115428
7,33.9372,4.59686,4.28624,3.35521,0.15176,0.39378,0.16767,0.06471,4.33145,4.61039,3.94945,0.00134252,0.00134252,0.00134252
8,38.7234,4.48291,4.06194,3.26694,0.07277,0.40973,0.08864,0.0262,4.77327,6.41172,4.37406,0.00152878,0.00152878,0.00152878
9,43.5356,4.59559,4.10226,3.36221,0.25271,0.28925,0.2263,0.07523,4.44639,4.52487,4.16356,0.00160099,0.00160099,0.00160099
10,48.3419,4.43814,4.09747,3.28719,0.17895,0.44833,0.21748,0.07833,4.40992,4.93176,4.02298,0.00159274,0.00159274,0.00159274
11,53.1642,4.37261,4.02003,3.26899,0.20242,0.22052,0.16519,0.05351,4.59696,4.67883,3.97776,0.00158448,0.00158448,0.00158448
12,57.959,4.41396,4.14945,3.22273,0.1344,0.17919,0.10294,0.03297,4.60656,4.89677,3.99395,0.00157623,0.00157623,0.00157623
13,62.678,4.25423,3.91965,3.32013,0.20905,0.1563,0.12833,0.04212,4.68149,5.33328,3.89293,0.00156798,0.00156798,0.00156798
14,67.4934,4.39222,3.75459,3.09608,0.26517,0.22425,0.18163,0.06074,4.94262,4.47476,4.19556,0.00155973,0.00155973,0.00155973
15,72.2796,4.3964,3.89287,3.24465,0.23773,0.30654,0.24123,0.09067,4.20603,4.98501,3.73557,0.00155148,0.00155148,0.00155148
16,77.0623,4.38446,3.71854,3.21408,0.22983,0.28792,0.24322,0.08611,4.32465,4.07414,3.82408,0.00154323,0.00154323,0.00154323
17,81.8786,4.33641,3.64254,3.15857,0.1728,0.22488,0.17826,0.06617,4.42205,3.94262,3.71624,0.00153497,0.00153497,0.00153497
18,86.6373,4.28787,3.6391,3.03906,0.19606,0.2061,0.17811,0.06728,4.40614,4.19392,3.64074,0.00152672,0.00152672,0.00152672
19,91.4884,4.22171,3.4968,3.08315,0.24137,0.28058,0.25197,0.08993,4.40233,3.95631,3.6484,0.00151847,0.00151847,0.00151847
20,96.3699,4.1264,3.31176,3.00439,0.20492,0.31674,0.24963,0.09713,4.18501,3.77521,3.58975,0.00151022,0.00151022,0.00151022
21,101.229,4.20319,3.30419,3.00009,0.30105,0.33596,0.26795,0.09846,4.43616,3.91183,3.76975,0.00150197,0.00150197,0.00150197
22,106.045,4.16689,3.20206,2.97482,0.26194,0.28246,0.22585,0.07968,4.78992,4.21788,4.05809,0.00149372,0.00149372,0.00149372
23,110.866,4.16526,3.18117,3.04042,0.28713,0.42329,0.28702,0.09064,4.4674,3.59142,3.81859,0.00148546,0.00148546,0.00148546
24,115.655,4.08161,3.14326,2.9828,0.41296,0.36077,0.30519,0.10212,4.3159,3.63196,3.6673,0.00147721,0.00147721,0.00147721
25,120.444,4.10727,3.19487,3.03312,0.28955,0.31786,0.27911,0.10533,4.40606,3.66411,3.72912,0.00146896,0.00146896,0.00146896
26,125.333,4.15411,3.11846,2.95219,0.31482,0.38397,0.30368,0.11664,4.21698,3.36012,3.61583,0.00146071,0.00146071,0.00146071
27,130.199,4.07193,3.12568,2.96292,0.33517,0.49466,0.34411,0.12041,4.29206,3.37079,3.73837,0.00145246,0.00145246,0.00145246
28,135.082,4.09022,3.08821,2.94326,0.41604,0.41212,0.3488,0.13627,4.07468,3.18952,3.50801,0.00144421,0.00144421,0.00144421
29,139.959,4.07571,3.10031,2.94296,0.48386,0.28293,0.25795,0.08315,4.90509,4.29516,4.1023,0.00143595,0.00143595,0.00143595
30,144.732,4.00692,3.01361,2.94375,0.33546,0.43126,0.32681,0.12738,4.13625,3.36758,3.45509,0.0014277,0.0014277,0.0014277
31,149.542,4.00355,3.0497,2.92508,0.40564,0.44242,0.35922,0.13714,4.12562,3.24898,3.56185,0.00141945,0.00141945,0.00141945
32,154.382,4.03979,2.98915,2.93906,0.47271,0.44561,0.40353,0.14943,4.15147,3.19481,3.55579,0.0014112,0.0014112,0.0014112
33,159.196,4.07279,2.93647,3.00733,0.40631,0.45255,0.38806,0.15023,4.09739,3.14643,3.51769,0.00140295,0.00140295,0.00140295
34,164.058,3.98416,2.83358,2.78842,0.39986,0.43497,0.37364,0.13999,4.25687,3.09046,3.59848,0.0013947,0.0013947,0.0013947
35,168.867,4.06591,3.10648,2.89869,0.43225,0.51667,0.43585,0.16158,4.15969,2.99738,3.47713,0.00138644,0.00138644,0.00138644
36,173.674,3.96087,2.85623,2.87361,0.47624,0.49107,0.42923,0.15361,4.24739,3.00769,3.63199,0.00137819,0.00137819,0.00137819
37,178.436,3.95194,2.87534,2.8894,0.49062,0.42356,0.38483,0.15096,4.08107,3.25729,3.3943,0.00136994,0.00136994,0.00136994
38,183.248,3.92449,2.85644,2.86123,0.47264,0.4236,0.37591,0.13117,4.30901,3.26007,3.62809,0.00136169,0.00136169,0.00136169
39,187.977,3.82573,2.81446,2.83972,0.48729,0.50558,0.4303,0.15821,3.99131,3.09069,3.38994,0.00135344,0.00135344,0.00135344
40,192.721,3.82777,2.79048,2.83552,0.47481,0.4618,0.4095,0.1467,4.20914,3.10736,3.57623,0.00134519,0.00134519,0.00134519
41,197.488,3.90365,2.72823,2.85461,0.36374,0.40869,0.34281,0.12158,4.45132,3.11535,3.79007,0.00133693,0.00133693,0.00133693
42,202.251,3.98559,2.95842,2.92907,0.40088,0.35277,0.35023,0.13383,4.30121,3.13337,3.64667,0.00132868,0.00132868,0.00132868
43,207.047,3.91464,2.7714,2.88167,0.51013,0.4399,0.44397,0.1774,4.03259,2.94411,3.40806,0.00132043,0.00132043,0.00132043
44,211.853,3.97076,2.63424,2.8067,0.53904,0.41467,0.45425,0.1763,4.08902,3.04039,3.43459,0.00131218,0.00131218,0.00131218
45,216.687,3.93347,2.71578,2.90617,0.41094,0.41834,0.41623,0.1712,4.19568,3.09795,3.48848,0.00130393,0.00130393,0.00130393
46,221.524,3.84182,2.5762,2.78657,0.49914,0.487,0.46032,0.18,4.11815,2.92435,3.47448,0.00129568,0.00129568,0.00129568
47,226.317,3.82002,2.66799,2.84111,0.46311,0.43727,0.43938,0.15934,4.13669,2.9916,3.4081,0.00128742,0.00128742,0.00128742
