epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/feat_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/feat_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
12,1461.99,1.16244,0.73295,1.02813,0.01175,0.84827,0.34761,0.3299,0.15787,1.85291,1.1891,1.47753,0,0.0094555,0.0094555,0.0094555,0.0094555
13,1583.58,1.11069,0.69378,1.00742,0.0108,0.36001,0.36047,0.33136,0.15756,1.86209,1.23842,1.47684,0,0.009406,0.009406,0.009406,0.009406
14,1704.97,1.07094,0.6631,0.99077,0.01167,0.83653,0.30982,0.31532,0.15095,1.88066,1.32896,1.50276,0,0.0093565,0.0093565,0.0093565,0.0093565
15,1826.4,1.02861,0.62786,0.97371,0.01099,0.84458,0.32866,0.32856,0.15797,1.85851,1.25858,1.49181,0,0.009307,0.009307,0.009307,0.009307
16,1947.88,0.99231,0.59992,0.95775,0.01059,0.84015,0.33411,0.32465,0.15544,1.8777,1.26921,1.52654,0,0.0092575,0.0092575,0.0092575,0.0092575
17,2069.36,0.9539,0.5709,0.94536,0.01063,0.33722,0.32454,0.32049,0.153,1.90503,1.37595,1.55663,0,0.009208,0.009208,0.009208,0.009208
18,2190.71,0.93079,0.55089,0.93469,0.01082,0.3424,0.32001,0.32324,0.15548,1.88371,1.4186,1.52398,0,0.0091585,0.0091585,0.0091585,0.0091585
19,2312.12,0.90318,0.52863,0.92492,0.01045,0.33984,0.32194,0.31985,0.15624,1.87528,1.35499,1.54344,0,0.009109,0.009109,0.009109,0.009109
20,2433.63,0.87482,0.50894,0.91555,0.01113,0.31954,0.33387,0.31638,0.1561,1.86494,1.40829,1.54347,0,0.0090595,0.0090595,0.0090595,0.0090595
21,2555.04,0.84975,0.49069,0.90627,0.01082,0.32917,0.32122,0.31709,0.15533,1.88994,1.47147,1.56486,0,0.00901,0.00901,0.00901,0.00901
22,2676.54,0.82927,0.47605,0.89921,0.00983,0.34697,0.3127,0.31904,0.15619,1.87738,1.41593,1.54328,0,0.0089605,0.0089605,0.0089605,0.0089605
23,2798.06,0.80921,0.46372,0.89266,0.01086,0.33706,0.33454,0.31832,0.1538,1.89798,1.43228,1.57668,0,0.008911,0.008911,0.008911,0.008911
24,2919.53,0.78789,0.45297,0.88701,0.01076,0.33719,0.30569,0.31604,0.15473,1.89667,1.51616,1.57017,0,0.0088615,0.0088615,0.0088615,0.0088615
25,3041.02,0.77048,0.43812,0.87949,0.01059,0.34658,0.31161,0.32019,0.15649,1.8833,1.44076,1.57278,0,0.008812,0.008812,0.008812,0.008812
26,3162.44,0.75334,0.42868,0.87547,0.00995,0.32853,0.31846,0.31249,0.15389,1.88541,1.51873,1.56439,0,0.0087625,0.0087625,0.0087625,0.0087625
27,3283.85,0.73879,0.41928,0.87069,0.00994,0.34433,0.3124,0.31771,0.15776,1.8739,1.47016,1.5833,0,0.008713,0.008713,0.008713,0.008713
28,3405.22,0.71872,0.40981,0.86388,0.01003,0.34124,0.30413,0.30874,0.15302,1.89401,1.5185,1.58941,0,0.0086635,0.0086635,0.0086635,0.0086635
29,3526.59,0.70771,0.40195,0.86134,0.01032,0.3402,0.29711,0.30707,0.15124,1.90739,1.58005,1.60372,0,0.008614,0.008614,0.008614,0.008614
30,3648.15,0.69423,0.39507,0.85712,0.01009,0.34471,0.30563,0.31235,0.1553,1.88383,1.5047,1.59956,0,0.0085645,0.0085645,0.0085645,0.0085645
31,3769.75,0.68032,0.38904,0.85246,0.01,0.33457,0.3082,0.31193,0.15518,1.88153,1.5146,1.60358,0,0.008515,0.008515,0.008515,0.008515
32,3891.15,0.66942,0.38154,0.85069,0.01003,0.34485,0.30095,0.30926,0.15394,1.87909,1.54183,1.59378,0,0.0084655,0.0084655,0.0084655,0.0084655
33,4012.58,0.6568,0.37643,0.84699,0.01048,0.34315,0.29614,0.30971,0.15523,1.88926,1.61206,1.61298,0,0.008416,0.008416,0.008416,0.008416
34,4133.92,0.64601,0.37006,0.84355,0.01045,0.34228,0.29867,0.30934,0.15413,1.89749,1.57019,1.62682,0,0.0083665,0.0083665,0.0083665,0.0083665
35,4255.25,0.63403,0.36534,0.84082,0.01026,0.34553,0.29654,0.30368,0.15262,1.88593,1.64217,1.59395,0,0.008317,0.008317,0.008317,0.008317
36,4376.63,0.62802,0.35924,0.83838,0.00989,0.34018,0.3099,0.3035,0.15228,1.87678,1.60529,1.61181,0,0.0082675,0.0082675,0.0082675,0.0082675
37,4498.01,0.61775,0.35388,0.8357,0.01051,0.34126,0.29921,0.30846,0.15575,1.87313,1.52876,1.62293,0,0.008218,0.008218,0.008218,0.008218
38,4619.35,0.60609,0.35057,0.83297,0.0103,0.35712,0.29796,0.30805,0.15572,1.88093,1.56943,1.62788,0,0.0081685,0.0081685,0.0081685,0.0081685
39,4740.89,0.59511,0.34351,0.83058,0.00962,0.37286,0.28189,0.30216,0.15363,1.86174,1.601,1.61364,0,0.008119,0.008119,0.008119,0.008119
40,4862.32,0.58435,0.33878,0.82817,0.0096,0.33711,0.29591,0.30818,0.15873,1.8541,1.61959,1.60097,0,0.0080695,0.0080695,0.0080695,0.0080695
41,4983.67,0.58299,0.33686,0.8268,0.00938,0.3441,0.29825,0.30833,0.15687,1.86395,1.56631,1.61811,0,0.00802,0.00802,0.00802,0.00802
42,5105.05,0.57171,0.33138,0.82475,0.00954,0.33356,0.29183,0.30502,0.15403,1.87741,1.61842,1.61616,0,0.0079705,0.0079705,0.0079705,0.0079705
43,5226.45,0.56489,0.32919,0.82238,0.00984,0.33813,0.29064,0.30582,0.15394,1.87997,1.60963,1.62824,0,0.007921,0.007921,0.007921,0.007921
44,5347.77,0.55632,0.32344,0.82131,0.00961,0.34604,0.30687,0.30553,0.15546,1.87677,1.6043,1.64851,0,0.0078715,0.0078715,0.0078715,0.0078715
45,5468.97,0.5481,0.32086,0.81895,0.00903,0.33305,0.29489,0.30642,0.15712,1.85966,1.56639,1.62962,0,0.007822,0.007822,0.007822,0.007822
46,5590.16,0.54319,0.31597,0.81714,0.00922,0.33568,0.29009,0.30327,0.15603,1.85095,1.63616,1.62857,0,0.0077725,0.0077725,0.0077725,0.0077725
47,5711.44,0.53465,0.31326,0.81601,0.00885,0.33827,0.28739,0.30355,0.15526,1.86524,1.63758,1.62621,0,0.007723,0.007723,0.007723,0.007723
48,5832.75,0.52966,0.31005,0.81458,0.00882,0.33761,0.2823,0.30284,0.15562,1.86481,1.6504,1.63777,0,0.0076735,0.0076735,0.0076735,0.0076735
49,5954.04,0.5211,0.3069,0.81267,0.00904,0.34082,0.28164,0.30141,0.15598,1.85061,1.6741,1.62502,0,0.007624,0.007624,0.007624,0.007624
50,6075.32,0.51629,0.3015,0.81095,0.00914,0.34454,0.28724,0.30644,0.15961,1.84206,1.61621,1.62819,0,0.0075745,0.0075745,0.0075745,0.0075745
51,6196.63,0.50971,0.30209,0.80976,0.00895,0.34419,0.28427,0.30492,0.15856,1.84658,1.66725,1.63716,0,0.007525,0.007525,0.007525,0.007525
52,6318.02,0.50649,0.29783,0.80895,0.00911,0.34526,0.28164,0.30583,0.15847,1.84789,1.64784,1.62581,0,0.0074755,0.0074755,0.0074755,0.0074755
53,6439.39,0.49923,0.2951,0.80773,0.00922,0.34566,0.28176,0.30424,0.15765,1.84961,1.65941,1.64086,0,0.007426,0.007426,0.007426,0.007426
54,6560.72,0.49329,0.29319,0.80649,0.00935,0.344,0.28356,0.30475,0.15765,1.84706,1.619,1.62717,0,0.0073765,0.0073765,0.0073765,0.0073765
55,6681.99,0.48763,0.29082,0.80551,0.00925,0.3427,0.2718,0.29957,0.15523,1.85869,1.74062,1.65146,0,0.007327,0.007327,0.007327,0.007327
56,6803.29,0.48588,0.2847,0.80428,0.00934,0.36125,0.27865,0.30407,0.15758,1.84505,1.65779,1.6424,0,0.0072775,0.0072775,0.0072775,0.0072775
57,6924.67,0.47843,0.28465,0.80311,0.00865,0.34378,0.27564,0.30111,0.15732,1.84274,1.67964,1.62329,0,0.007228,0.007228,0.007228,0.007228
58,7046.01,0.47728,0.28164,0.80237,0.00904,0.34319,0.27459,0.29911,0.15541,1.84425,1.67306,1.64992,0,0.0071785,0.0071785,0.0071785,0.0071785
59,7167.34,0.47008,0.27725,0.80132,0.00864,0.34947,0.27838,0.29974,0.1559,1.85518,1.68416,1.64424,0,0.007129,0.007129,0.007129,0.007129
