epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.0575,3.04814,2.42395,1.77972,0.29711,0.27546,0.27777,0.10627,2.15101,1.50009,1.40165,0.00332538,0.00332538,0.00332538
2,58.4156,2.1197,1.42173,1.25332,0.82076,0.30029,0.31104,0.12326,2.08276,1.31034,1.307,0.00662575,0.00662575,0.00662575
3,86.4687,2.04828,1.35093,1.18818,0.79331,0.28949,0.28106,0.09386,2.25729,1.34733,1.31372,0.00989312,0.00989312,0.00989312
4,114.458,1.99558,1.28168,1.15526,0.84273,0.35354,0.34888,0.16213,1.7949,1.1325,1.1676,0.0098515,0.0098515,0.0098515
5,142.556,1.91678,1.2031,1.12488,0.83877,0.34605,0.33979,0.14297,1.96926,1.17087,1.23025,0.009802,0.009802,0.009802
6,170.61,1.86477,1.1595,1.11324,0.8517,0.35187,0.36656,0.17198,1.78907,1.09772,1.15611,0.0097525,0.0097525,0.0097525
7,198.607,1.83025,1.13511,1.09831,0.84736,0.36752,0.3581,0.16703,1.81238,1.07191,1.17233,0.009703,0.009703,0.009703
8,226.566,1.79939,1.0986,1.09012,0.84553,0.3551,0.34972,0.15323,1.91742,1.08442,1.2298,0.0096535,0.0096535,0.0096535
9,254.55,1.77477,1.08597,1.07797,0.84918,0.37406,0.36135,0.17215,1.76229,1.05453,1.14939,0.009604,0.009604,0.009604
10,282.502,1.7591,1.07176,1.07469,0.84076,0.36899,0.34779,0.164,1.78596,1.05499,1.15917,0.0095545,0.0095545,0.0095545
11,310.461,1.72465,1.0562,1.06355,0.85254,0.37388,0.36698,0.17281,1.79122,1.01382,1.15838,0.009505,0.009505,0.009505
12,338.488,1.71531,1.03706,1.06087,0.84484,0.3722,0.35969,0.16785,1.79654,1.04192,1.16238,0.0094555,0.0094555,0.0094555
13,366.575,1.70601,1.02907,1.05906,0.84464,0.3785,0.3605,0.17141,1.77662,1.00633,1.14911,0.009406,0.009406,0.009406
