epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.651,2.95105,2.32091,1.72496,0.29759,0.29927,0.28937,0.10861,2.16094,1.45467,1.42963,0.00332538,0.00332538,0.00332538
2,57.8595,2.11603,1.37649,1.2818,0.82828,0.32884,0.32566,0.1409,1.95534,1.21639,1.30376,0.00662575,0.00662575,0.00662575
3,85.9723,2.06972,1.32497,1.25054,0.7804,0.28883,0.26547,0.08888,2.28853,1.38152,1.43067,0.00989312,0.00989312,0.00989312
4,114.02,2.00917,1.26394,1.20702,0.82268,0.33418,0.32271,0.12572,2.07307,1.28246,1.32126,0.0098515,0.0098515,0.0098515
5,142.134,1.91688,1.19723,1.16723,0.82468,0.34063,0.32998,0.13414,2.03129,1.18995,1.3067,0.009802,0.009802,0.009802
6,170.138,1.87271,1.15551,1.1591,0.85429,0.34984,0.3518,0.16659,1.8057,1.07811,1.21737,0.0097525,0.0097525,0.0097525
7,198.16,1.8316,1.1236,1.14068,0.85243,0.35432,0.36362,0.168,1.80821,1.04843,1.21701,0.009703,0.009703,0.009703
8,226.197,1.79976,1.09471,1.1268,0.84899,0.35662,0.35143,0.15272,1.93796,1.06325,1.26627,0.0096535,0.0096535,0.0096535
9,254.216,1.77648,1.08003,1.11557,0.84898,0.36392,0.35986,0.17177,1.78072,1.03755,1.19982,0.009604,0.009604,0.009604
10,282.247,1.76071,1.07078,1.11202,0.84305,0.37097,0.35898,0.16871,1.8028,1.02233,1.21488,0.0095545,0.0095545,0.0095545
11,310.266,1.72673,1.05062,1.10084,0.85104,0.36494,0.36203,0.1686,1.81123,1.02604,1.20388,0.009505,0.009505,0.009505
12,338.308,1.71788,1.03166,1.09648,0.84857,0.36626,0.35865,0.15857,1.85505,1.04495,1.22093,0.0094555,0.0094555,0.0094555
13,366.444,1.69959,1.02607,1.09523,0.84723,0.369,0.35902,0.16876,1.80137,1.01283,1.20363,0.009406,0.009406,0.009406
14,394.489,1.68464,1.01211,1.08774,0.83027,0.36259,0.34282,0.15688,1.83664,1.03636,1.22873,0.0093565,0.0093565,0.0093565
15,422.511,1.6745,1.00514,1.07913,0.84694,0.3662,0.35713,0.16869,1.77957,1.01274,1.19655,0.009307,0.009307,0.009307
16,450.503,1.64987,0.99612,1.07752,0.85162,0.36842,0.36382,0.17343,1.77897,1.00116,1.19363,0.0092575,0.0092575,0.0092575
17,478.58,1.64213,0.99076,1.07162,0.849,0.37331,0.37458,0.17451,1.78678,1.0087,1.20026,0.009208,0.009208,0.009208
18,506.634,1.63782,0.98067,1.07087,0.84121,0.36457,0.35624,0.16311,1.85723,1.00429,1.24016,0.0091585,0.0091585,0.0091585
19,534.671,1.62734,0.97746,1.0682,0.84769,0.36527,0.36101,0.16831,1.81574,1.00837,1.21767,0.009109,0.009109,0.009109
20,562.692,1.60748,0.96327,1.06061,0.84807,0.37305,0.36301,0.17377,1.78851,0.97641,1.21047,0.0090595,0.0090595,0.0090595
21,590.727,1.5982,0.95805,1.05848,0.84674,0.37112,0.3617,0.17022,1.81124,0.98716,1.22217,0.00901,0.00901,0.00901
22,618.7,1.59283,0.95101,1.06018,0.8361,0.35864,0.34742,0.1606,1.85436,1.02382,1.23694,0.0089605,0.0089605,0.0089605
23,646.79,1.57971,0.93807,1.05334,0.84439,0.36932,0.36155,0.16637,1.84785,0.994,1.23774,0.008911,0.008911,0.008911
24,674.862,1.5668,0.93709,1.04733,0.84543,0.36908,0.36136,0.17071,1.80104,0.98741,1.20385,0.0088615,0.0088615,0.0088615
25,702.949,1.56404,0.93072,1.04617,0.84003,0.36788,0.35459,0.16119,1.83544,0.99615,1.23125,0.008812,0.008812,0.008812
26,731.004,1.55307,0.92829,1.04443,0.84379,0.37388,0.36016,0.17087,1.77865,0.98282,1.20803,0.0087625,0.0087625,0.0087625
27,759.09,1.54209,0.9195,1.0414,0.8481,0.3728,0.3627,0.171,1.7979,0.97423,1.21173,0.008713,0.008713,0.008713
28,787.161,1.53868,0.92081,1.03433,0.8388,0.37248,0.35458,0.16644,1.81855,0.98186,1.22292,0.0086635,0.0086635,0.0086635
29,815.183,1.52534,0.90741,1.03604,0.84749,0.37292,0.36264,0.17226,1.79158,0.97591,1.2003,0.008614,0.008614,0.008614
30,843.216,1.52045,0.90462,1.0345,0.83991,0.36764,0.35195,0.16078,1.85582,0.99326,1.24597,0.0085645,0.0085645,0.0085645
31,871.26,1.51865,0.9068,1.03287,0.83937,0.37304,0.35389,0.16817,1.78463,0.98832,1.20382,0.008515,0.008515,0.008515
32,899.339,1.50473,0.89599,1.02858,0.84379,0.36518,0.35939,0.17071,1.78852,0.98383,1.20465,0.0084655,0.0084655,0.0084655
33,927.404,1.50028,0.89269,1.02796,0.83966,0.36944,0.35485,0.16517,1.81484,0.98426,1.2164,0.008416,0.008416,0.008416
34,955.387,1.50348,0.89442,1.02521,0.84306,0.37579,0.36259,0.17117,1.78891,0.97503,1.19743,0.0083665,0.0083665,0.0083665
35,983.502,1.48778,0.88635,1.02507,0.84038,0.37256,0.35618,0.16505,1.84773,0.9771,1.24572,0.008317,0.008317,0.008317
36,1011.5,1.47944,0.88158,1.02389,0.84885,0.37897,0.36163,0.17185,1.78189,0.96329,1.2117,0.0082675,0.0082675,0.0082675
37,1039.51,1.4755,0.87886,1.02208,0.84924,0.37148,0.35909,0.1699,1.79446,0.96221,1.20975,0.008218,0.008218,0.008218
