epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/feat_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/feat_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
26,3160.71,0.75387,0.43183,0.87525,0.00958,0.34462,0.31298,0.31619,0.15435,1.89509,1.45535,1.59254,0,0.0087625,0.0087625,0.0087625,0.0087625
27,3281.96,0.73936,0.42135,0.87051,0.00884,0.32772,0.33196,0.31435,0.15178,1.9164,1.51175,1.60151,0,0.008713,0.008713,0.008713,0.008713
28,3403.32,0.71869,0.412,0.86485,0.00874,0.33084,0.32231,0.30866,0.15084,1.90286,1.54922,1.58678,0,0.0086635,0.0086635,0.0086635,0.0086635
29,3524.72,0.70976,0.40232,0.86012,0.00852,0.34178,0.3199,0.32011,0.15737,1.89052,1.42788,1.57975,0,0.008614,0.008614,0.008614,0.008614
30,3646.09,0.69317,0.39794,0.85664,0.00815,0.34086,0.30892,0.31627,0.15497,1.90008,1.49924,1.60038,0,0.0085645,0.0085645,0.0085645,0.0085645
31,3767.43,0.68104,0.38755,0.85394,0.00853,0.33781,0.30251,0.31068,0.15217,1.9002,1.51511,1.59537,0,0.008515,0.008515,0.008515,0.008515
32,3888.83,0.67108,0.38048,0.85066,0.00808,0.36317,0.2997,0.31599,0.1564,1.89232,1.52518,1.59021,0,0.0084655,0.0084655,0.0084655,0.0084655
33,4010.19,0.66096,0.37503,0.84738,0.00862,0.33895,0.30491,0.31495,0.15697,1.89881,1.54939,1.62482,0,0.008416,0.008416,0.008416,0.008416
34,4131.53,0.64617,0.37146,0.84308,0.00829,0.33563,0.30908,0.31135,0.1551,1.88191,1.53039,1.60668,0,0.0083665,0.0083665,0.0083665,0.0083665
35,4252.86,0.63315,0.36539,0.84066,0.0082,0.34136,0.30314,0.30706,0.15214,1.90632,1.60513,1.60529,0,0.008317,0.008317,0.008317,0.008317
36,4374.21,0.62927,0.3598,0.83865,0.00859,0.3364,0.30677,0.31281,0.15587,1.89286,1.5582,1.61329,0,0.0082675,0.0082675,0.0082675,0.0082675
37,4495.61,0.61249,0.35091,0.8358,0.00832,0.33668,0.30487,0.31106,0.15451,1.89133,1.54068,1.6181,0,0.008218,0.008218,0.008218,0.008218
38,4616.97,0.60697,0.34834,0.83287,0.00816,0.33573,0.30077,0.30676,0.15361,1.8905,1.56935,1.61695,0,0.0081685,0.0081685,0.0081685,0.0081685
39,4738.43,0.59512,0.34378,0.8304,0.0089,0.32839,0.30688,0.30873,0.1552,1.8694,1.5616,1.59876,0,0.008119,0.008119,0.008119,0.008119
40,4859.81,0.58979,0.33835,0.82802,0.00966,0.34216,0.29447,0.30912,0.15529,1.88384,1.60091,1.62001,0,0.0080695,0.0080695,0.0080695,0.0080695
41,4981.31,0.57923,0.33541,0.82707,0.00826,0.35277,0.30245,0.31186,0.15856,1.86524,1.57956,1.59666,0,0.00802,0.00802,0.00802,0.00802
42,5102.62,0.57133,0.33034,0.82397,0.00818,0.33569,0.29879,0.3061,0.15473,1.87003,1.5963,1.62369,0,0.0079705,0.0079705,0.0079705,0.0079705
43,5224.02,0.56172,0.3281,0.82208,0.00814,0.35779,0.29545,0.3112,0.1584,1.85704,1.59145,1.60488,0,0.007921,0.007921,0.007921,0.007921
44,5345.4,0.55921,0.32237,0.821,0.00826,0.33986,0.286,0.30431,0.15489,1.87059,1.65479,1.61816,0,0.0078715,0.0078715,0.0078715,0.0078715
45,5466.83,0.54849,0.31915,0.81866,0.00821,0.3414,0.31309,0.30681,0.15441,1.87143,1.57608,1.61363,0,0.007822,0.007822,0.007822,0.007822
46,5588.28,0.54177,0.31542,0.81678,0.00798,0.34653,0.29033,0.30983,0.15928,1.85028,1.60908,1.60533,0,0.0077725,0.0077725,0.0077725,0.0077725
47,5709.61,0.53548,0.312,0.81518,0.00807,0.34681,0.3024,0.30974,0.15876,1.86201,1.59289,1.6267,0,0.007723,0.007723,0.007723,0.007723
48,5830.96,0.53015,0.30809,0.81526,0.00832,0.3412,0.29147,0.30409,0.15399,1.87581,1.57547,1.62322,0,0.0076735,0.0076735,0.0076735,0.0076735
49,5952.43,0.5199,0.30678,0.81218,0.00809,0.341,0.28961,0.30908,0.157,1.86509,1.5939,1.63021,0,0.007624,0.007624,0.007624,0.007624
50,6073.85,0.51367,0.30369,0.81071,0.00768,0.33966,0.28294,0.3049,0.15539,1.87448,1.63362,1.61934,0,0.0075745,0.0075745,0.0075745,0.0075745
51,6195.22,0.50811,0.30222,0.80989,0.00768,0.34968,0.29934,0.30964,0.15923,1.8602,1.59114,1.62284,0,0.007525,0.007525,0.007525,0.007525
52,6316.57,0.50206,0.2984,0.80928,0.00743,0.34592,0.29325,0.31099,0.15969,1.86282,1.58332,1.62598,0,0.0074755,0.0074755,0.0074755,0.0074755
53,6438.02,0.50136,0.29456,0.80783,0.00722,0.34334,0.29461,0.30633,0.15748,1.86187,1.60278,1.62647,0,0.007426,0.007426,0.007426,0.007426
54,6559.36,0.49507,0.29361,0.80695,0.00734,0.34801,0.2994,0.30912,0.15929,1.86283,1.60001,1.63309,0,0.0073765,0.0073765,0.0073765,0.0073765
55,6680.72,0.48619,0.29115,0.80541,0.00758,0.33819,0.28454,0.30359,0.15631,1.85744,1.62929,1.63243,0,0.007327,0.007327,0.007327,0.007327
56,6802.01,0.48345,0.28518,0.80422,0.00734,0.34866,0.27972,0.30809,0.15921,1.85446,1.63394,1.63712,0,0.0072775,0.0072775,0.0072775,0.0072775
57,6923.36,0.47772,0.28543,0.80279,0.00736,0.33634,0.27411,0.29439,0.15091,1.86993,1.6847,1.64831,0,0.007228,0.007228,0.007228,0.007228
