imgsz,pot_lo_px,pot_hi_px,n_gt,recall_mean,recall_std,n_seeds
960,0,4,0,nan,0.0,5
960,4,8,2,0.0,0.0,5
960,8,12,80,0.0725,0.0224,5
960,12,16,246,0.0732,0.0232,5
960,16,20,456,0.1851,0.0325,5
960,20,24,536,0.359,0.0377,5
960,24,32,939,0.6624,0.0158,5
960,32,48,990,0.8392,0.0152,5
960,48,64,410,0.8273,0.0389,5
960,64,96,346,0.8272,0.0454,5
960,96,inf,62,0.8839,0.0669,5
