imgsz,phys_lo_px,phys_hi_px,n_gt,recall_mean,recall_std,prec_mean,prec_std,n_seeds
1920,0,8,0,nan,0.0,,0.0,5
1920,8,16,2,0.0,0.0,,0.0,5
1920,16,24,80,0.0075,0.0068,1.0,0.0,5
1920,24,32,246,0.0228,0.0145,1.0,0.0,5
1920,32,48,992,0.1633,0.0211,0.9871,0.0079,5
1920,48,64,939,0.5499,0.0351,0.9879,0.0075,5
1920,64,96,990,0.821,0.02,0.9718,0.0038,5
1920,96,128,410,0.8459,0.0137,0.9825,0.0053,5
1920,128,192,346,0.8451,0.0299,0.9892,0.0026,5
1920,192,inf,62,0.9323,0.0177,0.983,0.017,5
