imgsz,phys_lo_px,phys_hi_px,n_gt,recall_mean,recall_std,n_seeds
1920,0,8,0,nan,0.0,5
1920,8,16,2,0.0,0.0,5
1920,16,24,80,0.0075,0.0068,5
1920,24,32,246,0.0228,0.0145,5
1920,32,48,992,0.1633,0.0211,5
1920,48,64,939,0.5499,0.0351,5
1920,64,96,990,0.821,0.02,5
1920,96,128,410,0.8459,0.0137,5
1920,128,192,346,0.8451,0.0299,5
1920,192,inf,62,0.9323,0.0177,5
