imgsz,phys_lo_px,phys_hi_px,n_gt,recall_mean,recall_std,prec_mean,prec_std,n_seeds
960,0,8,0,nan,0.0,,0.0,5
960,8,16,2,0.0,0.0,,0.0,5
960,16,24,80,0.0725,0.0224,1.0,0.0,5
960,24,32,246,0.0732,0.0232,0.9917,0.0186,5
960,32,48,992,0.279,0.035,0.9763,0.0146,5
960,48,64,939,0.6624,0.0158,0.9885,0.0021,5
960,64,96,990,0.8392,0.0152,0.9628,0.0065,5
960,96,128,410,0.8273,0.0389,0.9838,0.0041,5
960,128,192,346,0.8272,0.0454,0.9924,0.003,5
960,192,inf,62,0.8839,0.0669,0.9923,0.0106,5
