imgsz,tier,n_gt,recall_mean,recall_std,prec_mean,prec_std,n_seeds
640,near,818,0.8262,0.0163,0.988,0.0039,5
640,mid,1929,0.7387,0.0182,0.9615,0.0054,5
640,far,1320,0.213,0.0339,0.9802,0.009,5
640,all,4067,0.5857,0.0185,0.9712,0.0043,5
