imgsz,tier,n_gt,recall_mean,recall_std,prec_mean,prec_std,n_seeds
1920,near,3739,0.5852,0.0178,0.981,0.0023,5
1920,mid,326,0.019,0.012,1.0,0.0,5
1920,far,2,0.0,0.0,nan,0.0,5
1920,all,4067,0.5396,0.0165,0.981,0.0023,5
