epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.7479,2.79789,2.22203,1.63076,0.30568,0.30287,0.29464,0.12146,2.00957,1.41738,1.29772,0.00332538,0.00332538,0.00332538
2,58.0159,2.09705,1.40565,1.20351,0.82942,0.32686,0.3244,0.13582,1.97889,1.31143,1.24204,0.00662575,0.00662575,0.00662575
3,86.1102,2.04416,1.34274,1.16708,0.81041,0.30333,0.29259,0.10085,2.22234,1.31032,1.30937,0.00989312,0.00989312,0.00989312
4,114.184,1.98786,1.27891,1.14591,0.82944,0.3444,0.33597,0.13744,1.999,1.20648,1.23947,0.0098515,0.0098515,0.0098515
5,142.239,1.90992,1.19504,1.11885,0.82765,0.34329,0.3309,0.14114,1.92331,1.17822,1.21162,0.009802,0.009802,0.009802
6,170.399,1.86567,1.1469,1.10946,0.84321,0.32872,0.33082,0.13314,2.04281,1.16344,1.21211,0.0097525,0.0097525,0.0097525
7,198.412,1.82365,1.1246,1.09441,0.84697,0.36524,0.35893,0.16874,1.7748,1.07253,1.1543,0.009703,0.009703,0.009703
8,226.485,1.79172,1.0957,1.08286,0.84133,0.36662,0.3502,0.15209,1.93401,1.06686,1.20585,0.0096535,0.0096535,0.0096535
9,254.551,1.7698,1.07883,1.07435,0.8484,0.37214,0.36401,0.17496,1.74046,1.04521,1.12936,0.009604,0.009604,0.009604
10,282.638,1.75308,1.06838,1.07112,0.84085,0.36986,0.35428,0.16637,1.80099,1.0376,1.16289,0.0095545,0.0095545,0.0095545
11,310.747,1.72181,1.04788,1.06069,0.84896,0.36441,0.35806,0.16687,1.7997,1.02867,1.16226,0.009505,0.009505,0.009505
12,338.833,1.70846,1.03185,1.05635,0.84998,0.37047,0.36146,0.16241,1.83742,1.05381,1.17759,0.0094555,0.0094555,0.0094555
13,366.932,1.69909,1.02345,1.05634,0.84433,0.37621,0.35944,0.17156,1.77549,1.01959,1.14452,0.009406,0.009406,0.009406
14,395.078,1.67723,1.01296,1.04853,0.84613,0.37298,0.35628,0.17073,1.75208,1.02811,1.14802,0.0093565,0.0093565,0.0093565
15,423.134,1.666,1.00399,1.04295,0.84382,0.37657,0.36011,0.17113,1.75523,1.00447,1.14111,0.009307,0.009307,0.009307
