epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,246.06,2.46872,2.71888,2.02491,0.29695,0.29099,0.28564,0.12554,1.91496,1.58419,1.53588,0.00333134,0.00333134,0.00333134
2,489.778,1.95015,1.61885,1.45822,0.34043,0.31719,0.32447,0.14129,1.92299,1.43971,1.47157,0.00663169,0.00663169,0.00663169
3,733.236,1.92495,1.5311,1.41441,0.35153,0.34648,0.34502,0.16419,1.78547,1.30508,1.3929,0.00989903,0.00989903,0.00989903
4,976.555,1.86636,1.4222,1.38372,0.33222,0.35414,0.34264,0.15794,1.84501,1.27313,1.42824,0.0098515,0.0098515,0.0098515
5,1220.09,1.81246,1.32552,1.35446,0.85132,0.36788,0.35762,0.17351,1.7634,1.17463,1.36078,0.009802,0.009802,0.009802
6,1463.31,1.78352,1.27674,1.34836,0.85411,0.3617,0.35592,0.1766,1.7329,1.1905,1.36764,0.0097525,0.0097525,0.0097525
7,1706.52,1.74295,1.23754,1.33416,0.8583,0.36776,0.36239,0.17596,1.77635,1.1423,1.38986,0.009703,0.009703,0.009703
8,1949.55,1.72091,1.20251,1.32025,0.85495,0.37615,0.364,0.17941,1.75165,1.12549,1.38063,0.0096535,0.0096535,0.0096535
9,2192.91,1.70118,1.17684,1.30858,0.84995,0.36974,0.36278,0.17825,1.72729,1.13498,1.36988,0.009604,0.009604,0.009604
10,2436.2,1.67975,1.15862,1.29734,0.85481,0.3665,0.3633,0.17724,1.74626,1.13639,1.37771,0.0095545,0.0095545,0.0095545
11,2679.25,1.66474,1.14355,1.29372,0.85116,0.36917,0.35864,0.1691,1.78815,1.15168,1.41223,0.009505,0.009505,0.009505
12,2922.71,1.64399,1.12086,1.28193,0.85538,0.37227,0.36488,0.1748,1.77111,1.11687,1.39823,0.0094555,0.0094555,0.0094555
13,3166.09,1.62789,1.10045,1.28006,0.86667,0.36202,0.36586,0.18309,1.70847,1.13461,1.36379,0.009406,0.009406,0.009406
14,3409.52,1.60777,1.09631,1.27234,0.85329,0.37136,0.3659,0.17885,1.73157,1.10462,1.39445,0.0093565,0.0093565,0.0093565
15,3653.06,1.59733,1.07579,1.26518,0.85831,0.37248,0.3681,0.17987,1.74414,1.08805,1.40444,0.009307,0.009307,0.009307
16,3896.33,1.58247,1.06401,1.26188,0.85593,0.37525,0.3708,0.18585,1.72488,1.07897,1.37663,0.0092575,0.0092575,0.0092575
17,4139.56,1.56653,1.05409,1.25126,0.85625,0.36968,0.36543,0.17728,1.76258,1.08278,1.41682,0.009208,0.009208,0.009208
18,4382.7,1.5538,1.04252,1.2481,0.85927,0.36776,0.36421,0.17847,1.7393,1.09183,1.40095,0.0091585,0.0091585,0.0091585
19,4625.99,1.55156,1.03294,1.24777,0.85296,0.37507,0.36268,0.1805,1.71325,1.09187,1.38045,0.009109,0.009109,0.009109
20,4869.33,1.53588,1.0213,1.23873,0.84961,0.37484,0.36458,0.178,1.76747,1.06201,1.43935,0.0090595,0.0090595,0.0090595
21,5112.68,1.52262,1.01706,1.23192,0.85962,0.36979,0.36884,0.18142,1.75377,1.06702,1.42486,0.00901,0.00901,0.00901
22,5355.98,1.51001,1.00108,1.22424,0.86091,0.36896,0.3667,0.18319,1.7343,1.06792,1.3974,0.0089605,0.0089605,0.0089605
23,5599.42,1.4992,0.98797,1.21683,0.85511,0.37321,0.36758,0.18151,1.75782,1.06071,1.40354,0.008911,0.008911,0.008911
24,5843.14,1.48735,0.97452,1.21463,0.85671,0.37765,0.36902,0.18213,1.74705,1.0434,1.41405,0.0088615,0.0088615,0.0088615
25,6086.73,1.4778,0.97062,1.21165,0.85746,0.3721,0.36674,0.18304,1.72226,1.05428,1.39213,0.008812,0.008812,0.008812
26,6329.98,1.4708,0.96857,1.20672,0.85685,0.37318,0.36863,0.18089,1.7502,1.06142,1.41389,0.0087625,0.0087625,0.0087625
27,6573.21,1.45759,0.95679,1.20443,0.85284,0.3695,0.36333,0.17833,1.75026,1.07661,1.43591,0.008713,0.008713,0.008713
28,6816.81,1.45498,0.94598,1.20207,0.85664,0.36434,0.36356,0.17871,1.75428,1.06331,1.42837,0.0086635,0.0086635,0.0086635
29,7060.37,1.43502,0.93592,1.18971,0.84865,0.36762,0.36117,0.17788,1.75546,1.07834,1.42289,0.008614,0.008614,0.008614
30,7303.71,1.43723,0.93549,1.19187,0.85476,0.36986,0.36378,0.17802,1.77713,1.06854,1.4394,0.0085645,0.0085645,0.0085645
31,7547.26,1.42462,0.92849,1.18421,0.85525,0.37196,0.36729,0.17917,1.76691,1.04424,1.42513,0.008515,0.008515,0.008515
32,7790.68,1.41693,0.91584,1.18023,0.84987,0.3695,0.35826,0.1744,1.77655,1.0636,1.43474,0.0084655,0.0084655,0.0084655
33,8033.99,1.40842,0.9138,1.18361,0.85375,0.36608,0.36162,0.17768,1.76606,1.05337,1.44294,0.008416,0.008416,0.008416
34,8277.46,1.39975,0.90467,1.17358,0.85357,0.37507,0.36733,0.17953,1.7797,1.04272,1.46094,0.0083665,0.0083665,0.0083665
35,8520.75,1.39302,0.90286,1.1738,0.8529,0.3626,0.35862,0.17713,1.75873,1.07826,1.44137,0.008317,0.008317,0.008317
36,8763.99,1.38419,0.89632,1.17164,0.85224,0.37658,0.36581,0.17992,1.76257,1.04411,1.4385,0.0082675,0.0082675,0.0082675
