epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,112.321,2.46913,2.31718,1.79607,0.31807,0.30832,0.31042,0.13735,1.90432,1.50521,1.49445,0.00332538,0.00332538,0.00332538
2,222.773,1.9436,1.48398,1.3546,0.84041,0.34884,0.34172,0.15782,1.84491,1.3861,1.41666,0.00662575,0.00662575,0.00662575
3,333.01,1.90354,1.38538,1.32265,0.84683,0.36314,0.35264,0.16345,1.85446,1.26801,1.43547,0.00989312,0.00989312,0.00989312
4,443.255,1.86211,1.30361,1.30184,0.84177,0.36386,0.3545,0.16911,1.77854,1.19336,1.37137,0.0098515,0.0098515,0.0098515
5,553.453,1.78959,1.22546,1.26641,0.85025,0.36514,0.35475,0.16169,1.87234,1.17224,1.43799,0.009802,0.009802,0.009802
6,663.586,1.74884,1.16734,1.2547,0.85614,0.36206,0.35942,0.17718,1.72766,1.13775,1.33371,0.0097525,0.0097525,0.0097525
7,773.639,1.71572,1.13838,1.23947,0.85915,0.3743,0.37006,0.18426,1.72097,1.08585,1.34179,0.009703,0.009703,0.009703
8,883.896,1.6831,1.10133,1.22344,0.86157,0.37034,0.36999,0.17298,1.8205,1.08185,1.38747,0.0096535,0.0096535,0.0096535
9,994.075,1.66406,1.08475,1.21566,0.85538,0.37685,0.3733,0.18691,1.70315,1.07463,1.33639,0.009604,0.009604,0.009604
10,1104.32,1.64542,1.06422,1.20871,0.85856,0.37861,0.37214,0.18278,1.75013,1.05747,1.36859,0.0095545,0.0095545,0.0095545
11,1214.46,1.61763,1.04461,1.20044,0.86156,0.36824,0.37838,0.1778,1.77496,1.07073,1.39125,0.009505,0.009505,0.009505
12,1324.77,1.59979,1.02202,1.18861,0.85992,0.37513,0.37315,0.1832,1.74869,1.05262,1.3788,0.0094555,0.0094555,0.0094555
13,1435.07,1.58802,1.01303,1.18399,0.85333,0.37813,0.36814,0.18017,1.75728,1.04864,1.38103,0.009406,0.009406,0.009406
14,1545.29,1.56685,0.9978,1.17669,0.85552,0.37987,0.37512,0.18493,1.7198,1.02028,1.34651,0.0093565,0.0093565,0.0093565
15,1655.55,1.5581,0.98837,1.16795,0.86416,0.37166,0.37364,0.1861,1.72139,1.04231,1.35515,0.009307,0.009307,0.009307
16,1765.61,1.53547,0.97518,1.16787,0.85625,0.37496,0.36917,0.18207,1.74974,1.04871,1.38482,0.0092575,0.0092575,0.0092575
17,1875.79,1.528,0.96697,1.16217,0.85771,0.3743,0.37394,0.18687,1.71155,1.02479,1.34515,0.009208,0.009208,0.009208
18,1985.99,1.51911,0.95699,1.15854,0.85118,0.38467,0.37154,0.18591,1.72404,1.01802,1.36196,0.0091585,0.0091585,0.0091585
19,2096.14,1.50934,0.9523,1.15399,0.8567,0.37436,0.37307,0.18024,1.76856,1.03338,1.39298,0.009109,0.009109,0.009109
20,2206.44,1.4865,0.92973,1.14157,0.85928,0.37439,0.37311,0.18128,1.7571,1.01204,1.38735,0.0090595,0.0090595,0.0090595
21,2316.58,1.47496,0.92474,1.14138,0.8514,0.37412,0.37035,0.18096,1.76338,1.03142,1.39971,0.00901,0.00901,0.00901
22,2426.73,1.46742,0.91665,1.14094,0.86121,0.3683,0.36852,0.17956,1.77588,1.02617,1.40413,0.0089605,0.0089605,0.0089605
23,2536.92,1.4532,0.90213,1.13274,0.84932,0.3743,0.36588,0.18096,1.75362,1.01345,1.3877,0.008911,0.008911,0.008911
