epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.66886,5.75545,4.58938,3.16943,7e-05,0.0008,3e-05,1e-05,6.33801,3.65483,3.39932,0.0901,0.0011,0.0011
2,8.51195,5.46894,4.09771,2.96992,0.00252,0.1,0.00199,0.00071,6.4128,3.43111,3.40769,0.0792886,0.00228861,0.00228861
3,12.1639,4.99463,3.43318,2.70715,0.00287,0.1,0.00198,0.00051,6.48437,3.42803,3.3977,0.0684654,0.00346535,0.00346535
4,15.7646,4.61276,2.98293,2.49164,0.00254,0.11443,0.00156,0.0004,5.96741,3.41024,3.24896,0.0576302,0.0046302,0.0046302
5,19.3606,4.18398,3.00702,2.31151,0.01611,0.1567,0.01569,0.00379,5.54722,3.11628,3.07178,0.0467832,0.00578318,0.00578318
6,22.9512,4.04308,3.27574,2.24733,0.00197,0.06523,0.00163,0.00041,5.54132,3.77176,3.05246,0.0359243,0.00692427,0.00692427
7,26.5476,3.99116,3.13106,2.19116,0.03021,0.30957,0.04583,0.01211,5.04152,2.70877,2.95068,0.0250535,0.00805349,0.00805349
8,30.1626,3.84881,2.94645,2.08847,0.04309,0.40231,0.06555,0.01976,4.12987,2.82634,2.50793,0.0141708,0.00917082,0.00917082
9,33.8072,3.73329,2.94517,1.99934,0.0636,0.326,0.06924,0.01924,4.16051,2.94981,2.29957,0.009604,0.009604,0.009604
10,37.4351,3.45199,2.58235,1.84653,0.03732,0.35159,0.04166,0.01259,3.48855,2.82855,2.15105,0.0095545,0.0095545,0.0095545
11,41.0052,3.27548,2.6869,1.81366,0.66455,0.1236,0.10615,0.02907,3.47014,2.70457,2.09246,0.009505,0.009505,0.009505
12,44.6634,3.23259,2.56059,1.72333,0.60045,0.26715,0.17313,0.05822,3.28092,9.89983,1.97363,0.0094555,0.0094555,0.0094555
13,48.2163,3.30625,2.40579,1.87081,0.61201,0.17783,0.1252,0.03756,3.47936,3.49292,2.45277,0.009406,0.009406,0.009406
14,51.7349,3.39249,2.39094,1.85196,0.27216,0.27313,0.20144,0.06379,3.3823,2.20155,2.28038,0.0093565,0.0093565,0.0093565
15,55.3668,3.09861,2.24068,1.72903,0.14905,0.20973,0.08848,0.02349,3.24539,2.38082,2.04066,0.009307,0.009307,0.009307
16,58.9395,2.98235,2.13724,1.6132,0.30324,0.34946,0.21936,0.06229,3.14341,2.93025,1.85862,0.0092575,0.0092575,0.0092575
17,62.5513,3.06171,2.10107,1.69043,0.70683,0.22222,0.22581,0.06938,3.42884,2.38149,2.23228,0.009208,0.009208,0.009208
18,66.1284,3.07466,2.11468,1.71545,0.28031,0.27169,0.22442,0.07149,3.26307,2.16646,2.11899,0.0091585,0.0091585,0.0091585
19,69.7566,2.9623,1.9975,1.68762,0.19336,0.18174,0.12745,0.0394,3.40212,2.37866,2.14531,0.009109,0.009109,0.009109
20,73.3907,2.89898,1.93862,1.61182,0.72133,0.25199,0.29997,0.10659,3.0986,2.72093,1.97527,0.0090595,0.0090595,0.0090595
21,77.0231,2.92295,1.8417,1.59093,0.71362,0.32777,0.33903,0.12467,2.8602,2.20299,1.76485,0.00901,0.00901,0.00901
22,80.6366,2.88006,1.74587,1.56498,0.49815,0.24099,0.20692,0.05647,3.48542,2.09619,2.0068,0.0089605,0.0089605,0.0089605
23,84.2412,2.8302,1.91231,1.53869,0.77721,0.25678,0.36031,0.1238,2.83964,2.70792,1.69167,0.008911,0.008911,0.008911
24,87.8512,2.73451,1.84144,1.49115,0.47377,0.34672,0.36331,0.13551,2.74891,1.81994,1.63748,0.0088615,0.0088615,0.0088615
25,91.4406,2.72077,1.77128,1.48689,0.38368,0.38525,0.26568,0.09018,2.95219,1.87745,1.74781,0.008812,0.008812,0.008812
26,95.0948,2.80139,1.70607,1.50516,0.70449,0.22967,0.28251,0.09131,2.87507,2.72409,1.70831,0.0087625,0.0087625,0.0087625
27,98.6977,2.73211,1.62892,1.48836,0.36322,0.37049,0.27113,0.0919,3.04401,1.9546,1.77421,0.008713,0.008713,0.008713
28,102.333,2.72082,1.63252,1.47217,0.28331,0.25598,0.27547,0.10916,2.86935,1.94034,1.66379,0.0086635,0.0086635,0.0086635
29,105.939,2.68274,1.59849,1.44543,0.49801,0.32628,0.35327,0.13733,2.80125,1.78733,1.61792,0.008614,0.008614,0.008614
30,109.533,2.67778,1.57247,1.45548,0.57431,0.35726,0.37945,0.12814,2.96759,1.79942,1.71521,0.0085645,0.0085645,0.0085645
31,113.118,2.70132,1.61299,1.45634,0.32818,0.35574,0.30616,0.11105,3.0418,1.81099,1.7381,0.008515,0.008515,0.008515
32,116.692,2.61564,1.58266,1.42669,0.46408,0.40901,0.39832,0.15593,2.75533,1.62932,1.56337,0.0084655,0.0084655,0.0084655
33,120.289,2.58645,1.54175,1.41193,0.50586,0.40167,0.36822,0.13466,2.88099,1.68829,1.63696,0.008416,0.008416,0.008416
34,123.9,2.61653,1.47571,1.39522,0.31556,0.37911,0.27111,0.09186,3.02082,1.87636,1.72019,0.0083665,0.0083665,0.0083665
35,127.471,2.61868,1.54269,1.41511,0.32291,0.4547,0.33713,0.11249,2.9842,1.7819,1.68855,0.008317,0.008317,0.008317
36,131.045,2.59489,1.46008,1.40655,0.45766,0.39096,0.36675,0.13194,2.90827,1.66681,1.68492,0.0082675,0.0082675,0.0082675
37,134.593,2.61763,1.46871,1.41521,0.51272,0.43105,0.39222,0.1413,2.82099,1.61867,1.63524,0.008218,0.008218,0.008218
38,138.175,2.56004,1.48173,1.40569,0.38426,0.37775,0.35158,0.14165,2.64665,1.75462,1.56601,0.0081685,0.0081685,0.0081685
39,141.703,2.53026,1.43092,1.39357,0.53458,0.48182,0.44202,0.17228,2.64331,1.59483,1.52127,0.008119,0.008119,0.008119
40,145.27,2.54895,1.42169,1.38755,0.46542,0.39242,0.34407,0.1044,3.09588,1.85163,1.75017,0.0080695,0.0080695,0.0080695
41,148.825,2.55689,1.44427,1.38486,0.35006,0.35749,0.30097,0.10817,2.91439,1.75353,1.65087,0.00802,0.00802,0.00802
42,152.368,2.52851,1.41407,1.36718,0.54733,0.47081,0.4768,0.19534,2.65907,1.47406,1.52046,0.0079705,0.0079705,0.0079705
43,155.967,2.51405,1.43078,1.38578,0.42775,0.43934,0.38724,0.14589,2.80606,1.62706,1.60047,0.007921,0.007921,0.007921
44,159.443,2.52159,1.3517,1.35202,0.51618,0.47512,0.43949,0.15637,2.94408,1.53931,1.65001,0.0078715,0.0078715,0.0078715
45,163.013,2.56456,1.38298,1.39988,0.47671,0.49769,0.4557,0.17921,2.76804,1.49648,1.5702,0.007822,0.007822,0.007822
46,166.595,2.5055,1.33394,1.36643,0.48181,0.42669,0.41816,0.16242,2.81552,1.5228,1.60016,0.0077725,0.0077725,0.0077725
47,170.142,2.47876,1.36193,1.37726,0.48752,0.415,0.40511,0.16008,2.69627,1.60983,1.53098,0.007723,0.007723,0.007723
48,173.708,2.50227,1.34683,1.36248,0.51554,0.45295,0.42571,0.14902,3.0085,1.56941,1.68449,0.0076735,0.0076735,0.0076735
49,177.303,2.50819,1.31765,1.34441,0.54774,0.43101,0.41933,0.14914,2.94528,1.5275,1.64197,0.007624,0.007624,0.007624
50,180.877,2.43185,1.29761,1.31392,0.47134,0.4882,0.42658,0.17412,2.66523,1.46294,1.51292,0.0075745,0.0075745,0.0075745
51,184.443,2.48587,1.31672,1.33342,0.53502,0.47679,0.46477,0.19002,2.7338,1.44212,1.52965,0.007525,0.007525,0.007525
52,188.009,2.44223,1.29623,1.3392,0.50185,0.44426,0.4278,0.15061,3.00234,1.55871,1.65353,0.0074755,0.0074755,0.0074755
53,191.585,2.44954,1.30286,1.34398,0.56342,0.45167,0.42478,0.14868,2.83279,1.57751,1.58106,0.007426,0.007426,0.007426
54,195.134,2.41284,1.30155,1.32851,0.49998,0.43947,0.43498,0.16976,2.89487,1.5124,1.60255,0.0073765,0.0073765,0.0073765
55,198.672,2.40577,1.31304,1.3432,0.54599,0.44502,0.46153,0.18762,2.75468,1.45357,1.54825,0.007327,0.007327,0.007327
56,202.268,2.41548,1.26621,1.31942,0.52933,0.45726,0.44459,0.16114,2.85502,1.5592,1.60869,0.0072775,0.0072775,0.0072775
57,205.839,2.40985,1.24552,1.32517,0.55168,0.48278,0.48612,0.19823,2.61097,1.47567,1.48279,0.007228,0.007228,0.007228
58,209.421,2.41041,1.27907,1.3283,0.55404,0.39833,0.44848,0.16871,2.85961,1.56023,1.61138,0.0071785,0.0071785,0.0071785
59,212.958,2.43452,1.31744,1.3412,0.53071,0.4173,0.45024,0.17437,2.7798,1.58502,1.57067,0.007129,0.007129,0.007129
60,216.522,2.36657,1.27016,1.31022,0.51474,0.44864,0.45847,0.17393,2.78209,1.60041,1.57747,0.0070795,0.0070795,0.0070795
61,220.146,2.38689,1.23541,1.30306,0.53849,0.43868,0.44304,0.16391,2.91945,1.50815,1.63502,0.00703,0.00703,0.00703
62,223.704,2.36424,1.21783,1.28851,0.5074,0.42057,0.44977,0.17777,2.74604,1.51053,1.5305,0.0069805,0.0069805,0.0069805
63,227.254,2.36021,1.22243,1.29516,0.5412,0.45279,0.48527,0.19683,2.69924,1.4148,1.51042,0.006931,0.006931,0.006931
64,230.823,2.36112,1.21773,1.30285,0.53068,0.41503,0.43248,0.16201,2.92044,1.49062,1.63412,0.0068815,0.0068815,0.0068815
65,234.285,2.35472,1.20204,1.3133,0.50129,0.36555,0.40257,0.14322,3.00754,1.58931,1.6679,0.006832,0.006832,0.006832
66,237.763,2.34323,1.19166,1.29161,0.58293,0.41021,0.46297,0.1918,2.66663,1.43478,1.49572,0.0067825,0.0067825,0.0067825
67,241.312,2.3243,1.18707,1.28927,0.55746,0.41866,0.44876,0.18401,2.64965,1.47181,1.48763,0.006733,0.006733,0.006733
68,244.854,2.35933,1.19098,1.29202,0.54444,0.44051,0.44833,0.1624,2.85394,1.46792,1.59237,0.0066835,0.0066835,0.0066835
69,248.412,2.38005,1.22367,1.31858,0.45029,0.46132,0.43698,0.16745,2.8136,1.5099,1.58247,0.006634,0.006634,0.006634
70,251.959,2.34014,1.17753,1.30216,0.46828,0.38444,0.37824,0.15803,2.73032,1.80099,1.55509,0.0065845,0.0065845,0.0065845
71,255.411,2.29784,1.18595,1.27893,0.5119,0.41826,0.42322,0.16932,2.75304,1.55296,1.55299,0.006535,0.006535,0.006535
72,258.974,2.29424,1.16181,1.27753,0.52665,0.45311,0.44572,0.16476,2.94487,1.4855,1.6185,0.0064855,0.0064855,0.0064855
73,262.526,2.32545,1.16122,1.27808,0.50714,0.4303,0.44344,0.17208,2.80442,1.49573,1.56857,0.006436,0.006436,0.006436
74,266.089,2.28915,1.13796,1.25829,0.60456,0.44478,0.48411,0.19002,2.77334,1.42261,1.56445,0.0063865,0.0063865,0.0063865
75,269.536,2.29842,1.13185,1.27465,0.49984,0.42392,0.44003,0.16665,2.89792,1.55019,1.62831,0.006337,0.006337,0.006337
76,272.975,2.29301,1.12738,1.28501,0.54307,0.48086,0.48067,0.19141,2.70673,1.42823,1.52295,0.0062875,0.0062875,0.0062875
77,276.538,2.27928,1.13671,1.26655,0.55106,0.42632,0.47474,0.19274,2.74231,1.47818,1.52771,0.006238,0.006238,0.006238
