epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.63611,4.10016,4.76491,3.11734,0.00043,0.0008,0.0002,2e-05,4.64605,4.36889,3.32088,0.00018337,0.00018337,0.00018337
2,8.26018,3.38314,3.0919,2.42618,0.0051,0.1008,0.01598,0.00399,5.1303,5.29478,3.48946,0.000381512,0.000381512,0.000381512
3,11.8836,2.78352,2.5171,1.99985,0.57386,0.00909,0.01469,0.00403,4.67278,4.77446,3.62965,0.000577674,0.000577674,0.000577674
4,15.4918,2.5601,2.17202,1.83223,0.50956,0.17727,0.02337,0.00397,3.59077,4.29304,3.09577,0.000771855,0.000771855,0.000771855
5,19.1321,2.50643,2.2652,1.83285,0.06327,0.44147,0.12316,0.03408,2.98928,3.04323,2.67725,0.000964056,0.000964056,0.000964056
6,22.7751,2.395,2.06993,1.73959,0.16797,0.31244,0.14343,0.04425,2.89288,3.2073,2.53515,0.00115428,0.00115428,0.00115428
7,26.4198,2.48319,2.19597,1.83205,0.32815,0.27281,0.23363,0.07581,2.45528,2.36299,2.13558,0.00134252,0.00134252,0.00134252
8,30.0391,2.30093,1.95375,1.68686,0.25725,0.28604,0.20983,0.06764,2.45785,2.18204,2.10474,0.00152878,0.00152878,0.00152878
9,33.6669,2.31805,2.04714,1.7012,0.2802,0.29271,0.19213,0.06941,2.64995,2.28957,2.28443,0.00160099,0.00160099,0.00160099
10,37.2772,2.3333,1.88048,1.73063,0.307,0.29027,0.22063,0.0722,2.6046,2.22146,2.27678,0.00159274,0.00159274,0.00159274
11,40.8909,2.29501,1.83938,1.69108,0.37455,0.22352,0.22371,0.06635,2.45508,2.32784,2.02644,0.00158448,0.00158448,0.00158448
12,44.5113,2.25866,1.80715,1.67469,0.28816,0.28788,0.23118,0.07849,2.3241,2.05972,1.98593,0.00157623,0.00157623,0.00157623
13,48.1367,2.17336,1.8225,1.68556,0.29166,0.35271,0.23104,0.07778,2.25048,1.99705,1.95042,0.00156798,0.00156798,0.00156798
14,51.7691,2.23273,1.74911,1.60943,0.68409,0.23046,0.19281,0.0688,2.2719,2.06892,1.93375,0.00155973,0.00155973,0.00155973
15,55.3701,2.1803,1.73035,1.59965,0.27047,0.27791,0.2528,0.09024,2.30839,2.05654,1.91361,0.00155148,0.00155148,0.00155148
16,58.9923,2.19429,1.75369,1.57954,0.29474,0.30989,0.27028,0.10072,2.2684,1.94164,1.90082,0.00154323,0.00154323,0.00154323
17,62.6468,2.16408,1.68236,1.59115,0.34361,0.34761,0.28769,0.10338,2.23228,1.81282,1.85927,0.00153497,0.00153497,0.00153497
18,66.2749,2.14042,1.62873,1.54591,0.31534,0.32616,0.30741,0.12097,2.12409,1.82649,1.7546,0.00152672,0.00152672,0.00152672
19,69.9519,2.14153,1.59852,1.57914,0.36082,0.4597,0.36064,0.12941,2.14758,1.72301,1.80701,0.00151847,0.00151847,0.00151847
20,73.6376,2.11238,1.52553,1.55436,0.3789,0.44615,0.35476,0.12712,2.16358,1.80908,1.83766,0.00151022,0.00151022,0.00151022
21,77.2633,2.10836,1.51621,1.53739,0.42123,0.39753,0.36632,0.12584,2.24589,1.73768,1.83848,0.00150197,0.00150197,0.00150197
22,80.8677,2.11814,1.50192,1.52796,0.39536,0.36443,0.34179,0.11775,2.27747,1.76346,1.87594,0.00149372,0.00149372,0.00149372
23,84.4856,2.11014,1.52834,1.54338,0.45624,0.36752,0.34764,0.1363,2.09751,1.80729,1.76618,0.00148546,0.00148546,0.00148546
24,88.1236,2.08596,1.46141,1.52438,0.45499,0.42671,0.396,0.13624,2.21472,1.71744,1.83607,0.00147721,0.00147721,0.00147721
25,91.7438,2.08736,1.48249,1.5485,0.43404,0.41709,0.38408,0.15642,2.07865,1.62453,1.74021,0.00146896,0.00146896,0.00146896
