epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.58374,3.81927,4.35239,2.80149,0.00202,0.0307,0.00105,0.00028,3.79852,4.80879,3.02648,0.00018337,0.00018337,0.00018337
2,8.21328,2.97641,2.73574,2.08129,0.00334,0.14545,0.00273,0.00057,3.66858,5.46227,2.98632,0.000381512,0.000381512,0.000381512
3,11.8372,2.54026,2.34103,1.79445,0.00187,0.05909,0.0011,0.0002,3.38378,4.92474,2.9022,0.000577674,0.000577674,0.000577674
4,15.4176,2.40892,2.16418,1.68941,0.00593,0.09944,0.00941,0.0028,3.16257,4.67101,2.71125,0.000771855,0.000771855,0.000771855
5,19.0252,2.3974,2.11015,1.72186,0.06525,0.26786,0.12742,0.03972,2.74445,4.07766,2.45368,0.000964056,0.000964056,0.000964056
6,22.6317,2.42402,1.88036,1.75938,0.02864,0.27879,0.0793,0.02187,2.52953,4.00757,2.26252,0.00115428,0.00115428,0.00115428
7,26.1862,2.31365,1.95189,1.58805,0.31478,0.20526,0.21492,0.07296,2.50215,2.54924,2.15256,0.00134252,0.00134252,0.00134252
8,29.7748,2.23787,1.8651,1.58277,0.70365,0.16906,0.16245,0.05245,2.43317,2.61216,2.0866,0.00152878,0.00152878,0.00152878
9,33.3602,2.24888,1.85964,1.61932,0.30768,0.24434,0.23216,0.07463,2.45299,2.03136,1.97601,0.00160099,0.00160099,0.00160099
10,36.9733,2.19663,1.81652,1.59484,0.22592,0.23876,0.19391,0.06103,2.42362,2.04624,1.96175,0.00159274,0.00159274,0.00159274
11,40.5575,2.15231,1.74152,1.58522,0.35954,0.30035,0.2768,0.09661,2.23142,1.9238,1.84024,0.00158448,0.00158448,0.00158448
12,44.1794,2.14185,1.65549,1.52806,0.31615,0.34721,0.28755,0.11146,2.21304,1.9403,1.76825,0.00157623,0.00157623,0.00157623
13,47.7477,2.14171,1.65673,1.57319,0.40117,0.33306,0.3372,0.11547,2.21969,1.86975,1.71196,0.00156798,0.00156798,0.00156798
14,51.3762,2.14481,1.66645,1.49983,0.23901,0.2815,0.27158,0.10274,2.18954,1.83938,1.72058,0.00155973,0.00155973,0.00155973
15,54.9569,2.10044,1.60615,1.51847,0.37657,0.28832,0.29399,0.10195,2.28975,1.82471,1.80002,0.00155148,0.00155148,0.00155148
16,58.5241,2.11147,1.61946,1.48714,0.37779,0.36994,0.3287,0.11143,2.23128,1.78355,1.77031,0.00154323,0.00154323,0.00154323
17,62.1183,2.08418,1.59764,1.50186,0.36029,0.36866,0.34217,0.13197,2.16236,1.68913,1.72804,0.00153497,0.00153497,0.00153497
18,65.7026,2.1053,1.56015,1.49476,0.45154,0.35646,0.39143,0.14004,2.20266,1.77165,1.76117,0.00152672,0.00152672,0.00152672
19,69.3455,2.09163,1.54353,1.50702,0.53858,0.44282,0.43741,0.16484,2.0707,1.5585,1.6428,0.00151847,0.00151847,0.00151847
20,72.9917,2.08867,1.48045,1.48225,0.35945,0.40582,0.32736,0.11696,2.22469,1.64595,1.74382,0.00151022,0.00151022,0.00151022
21,76.5923,2.07731,1.5095,1.45385,0.29878,0.37976,0.34804,0.13347,2.13919,1.64171,1.71058,0.00150197,0.00150197,0.00150197
22,80.1799,2.05539,1.46505,1.43912,0.51805,0.34386,0.37293,0.13166,2.1429,1.61868,1.73572,0.00149372,0.00149372,0.00149372
23,83.7779,2.04417,1.44074,1.45914,0.31624,0.41882,0.36412,0.13683,2.11137,1.5729,1.66416,0.00148546,0.00148546,0.00148546
24,87.3621,2.00326,1.42068,1.43347,0.47508,0.3861,0.38074,0.14041,2.08474,1.59786,1.6605,0.00147721,0.00147721,0.00147721
25,90.9423,2.00542,1.4595,1.45331,0.41526,0.42951,0.39346,0.15284,2.07489,1.57807,1.65739,0.00146896,0.00146896,0.00146896
26,94.5561,2.02485,1.40567,1.40411,0.49365,0.40279,0.40821,0.15596,2.08553,1.58406,1.65372,0.00146071,0.00146071,0.00146071
27,98.1605,1.96519,1.40393,1.39892,0.47209,0.49645,0.42754,0.16669,2.01836,1.48531,1.58139,0.00145246,0.00145246,0.00145246
28,101.806,1.97507,1.38663,1.40428,0.40732,0.45183,0.37652,0.12583,2.27731,1.62074,1.80155,0.00144421,0.00144421,0.00144421
29,105.417,2.01674,1.4024,1.41832,0.46248,0.45953,0.41263,0.15763,2.02133,1.55292,1.60802,0.00143595,0.00143595,0.00143595
30,108.982,1.95884,1.36781,1.40899,0.54789,0.43431,0.43739,0.16082,2.07634,1.57962,1.63381,0.0014277,0.0014277,0.0014277
