epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,63.6483,2.72528,2.3832,1.86529,0.29699,0.30005,0.28787,0.11895,2.0107,1.45341,1.51947,0.00332538,0.00332538,0.00332538
2,125.794,1.99688,1.44757,1.32339,0.83727,0.3478,0.3339,0.14992,1.87559,1.29903,1.3504,0.00662575,0.00662575,0.00662575
3,187.858,1.95702,1.36952,1.26844,0.80198,0.33057,0.29525,0.12878,1.94995,1.31423,1.39602,0.00989312,0.00989312,0.00989312
4,249.807,1.89681,1.30954,1.23635,0.84157,0.3711,0.35086,0.16432,1.78937,1.23478,1.29807,0.0098515,0.0098515,0.0098515
5,311.833,1.84004,1.2138,1.21087,0.84719,0.35618,0.34614,0.15446,1.89743,1.1685,1.36431,0.009802,0.009802,0.009802
6,373.728,1.79108,1.17082,1.19704,0.85539,0.35606,0.35816,0.17314,1.75404,1.13829,1.26922,0.0097525,0.0097525,0.0097525
7,435.534,1.75669,1.13413,1.1794,0.85563,0.36799,0.36853,0.17874,1.73521,1.09353,1.2572,0.009703,0.009703,0.009703
8,497.473,1.72139,1.10315,1.16495,0.85477,0.3659,0.3681,0.16978,1.8312,1.08385,1.30404,0.0096535,0.0096535,0.0096535
9,559.36,1.70502,1.08294,1.15662,0.85358,0.37561,0.36483,0.18111,1.71532,1.06785,1.25658,0.009604,0.009604,0.009604
10,621.317,1.68355,1.06962,1.15158,0.84459,0.37714,0.36416,0.17699,1.74332,1.07342,1.25903,0.0095545,0.0095545,0.0095545
11,683.216,1.65744,1.05107,1.13951,0.85439,0.36785,0.36601,0.17466,1.77497,1.04458,1.2891,0.009505,0.009505,0.009505
12,745.191,1.64419,1.0295,1.13422,0.84984,0.37515,0.3653,0.18001,1.74146,1.06004,1.28268,0.0094555,0.0094555,0.0094555
13,807.212,1.63078,1.0217,1.13184,0.83905,0.38143,0.36235,0.17754,1.73349,1.04738,1.25765,0.009406,0.009406,0.009406
14,869.178,1.60887,1.00651,1.12436,0.85088,0.37297,0.36275,0.17809,1.74734,1.03713,1.27588,0.0093565,0.0093565,0.0093565
15,931.111,1.60185,0.99889,1.11773,0.85076,0.3731,0.36684,0.1755,1.77682,1.02379,1.2929,0.009307,0.009307,0.009307
16,992.942,1.5779,0.98437,1.11545,0.85371,0.37028,0.37253,0.18293,1.73357,1.02389,1.2688,0.0092575,0.0092575,0.0092575
17,1054.91,1.56873,0.97884,1.10811,0.85771,0.37322,0.37021,0.18319,1.73505,1.01581,1.26625,0.009208,0.009208,0.009208
18,1116.85,1.55673,0.96955,1.10544,0.84078,0.38035,0.35933,0.17661,1.73465,1.04155,1.28194,0.0091585,0.0091585,0.0091585
19,1178.7,1.5491,0.96311,1.10326,0.85274,0.37741,0.36861,0.18005,1.74925,1.00902,1.2847,0.009109,0.009109,0.009109
20,1240.69,1.53226,0.94328,1.09557,0.85692,0.37376,0.37069,0.18,1.76753,0.99475,1.29859,0.0090595,0.0090595,0.0090595
21,1302.65,1.52071,0.93851,1.09316,0.84509,0.37621,0.36432,0.17668,1.76436,1.01243,1.29356,0.00901,0.00901,0.00901
22,1364.56,1.51204,0.93148,1.09193,0.85127,0.38089,0.36465,0.178,1.76146,1.00969,1.28545,0.0089605,0.0089605,0.0089605
23,1426.41,1.49874,0.9203,1.0866,0.85176,0.37777,0.36921,0.18052,1.76694,1.00013,1.29449,0.008911,0.008911,0.008911
24,1488.33,1.48693,0.91657,1.07979,0.84778,0.37615,0.3661,0.1774,1.79166,0.99394,1.30921,0.0088615,0.0088615,0.0088615
25,1550.22,1.48276,0.90876,1.0791,0.8419,0.37753,0.36156,0.1748,1.75555,1.00959,1.29227,0.008812,0.008812,0.008812
26,1612.13,1.46979,0.90254,1.07803,0.85056,0.37506,0.36682,0.1805,1.74954,1.00049,1.28332,0.0087625,0.0087625,0.0087625
27,1674.06,1.46259,0.89721,1.07166,0.84712,0.37231,0.36469,0.17876,1.75983,1.00348,1.29752,0.008713,0.008713,0.008713
28,1736.06,1.45515,0.89312,1.06531,0.85138,0.37807,0.36552,0.17297,1.80662,0.99401,1.31232,0.0086635,0.0086635,0.0086635
29,1797.97,1.43783,0.88247,1.06441,0.85127,0.37693,0.37038,0.17948,1.77281,0.99583,1.29276,0.008614,0.008614,0.008614
30,1859.88,1.43398,0.87598,1.0641,0.8403,0.37904,0.36789,0.17832,1.776,0.99699,1.30794,0.0085645,0.0085645,0.0085645
31,1921.77,1.43139,0.87754,1.06498,0.84968,0.3734,0.36258,0.17568,1.76888,1.00674,1.3027,0.008515,0.008515,0.008515
32,1983.7,1.41953,0.86706,1.05732,0.84749,0.38053,0.368,0.17831,1.77474,0.98225,1.31212,0.0084655,0.0084655,0.0084655
33,2045.57,1.41271,0.86414,1.0575,0.85427,0.3701,0.36604,0.17869,1.76443,0.97947,1.28664,0.008416,0.008416,0.008416
34,2107.57,1.41589,0.86204,1.05326,0.84076,0.37898,0.36045,0.17249,1.77818,1.00305,1.29782,0.0083665,0.0083665,0.0083665
35,2169.44,1.39689,0.854,1.0498,0.84183,0.37677,0.36347,0.17241,1.80541,0.98739,1.31502,0.008317,0.008317,0.008317
36,2231.45,1.39114,0.84849,1.05093,0.84419,0.37376,0.35984,0.17304,1.78735,0.98747,1.31703,0.0082675,0.0082675,0.0082675
