epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/feat_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/feat_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
12,1527.87,1.14476,0.71606,1.02719,0.01385,0.84181,0.3536,0.33341,0.15948,1.84272,1.18352,1.47435,0,0.0094555,0.0094555,0.0094555,0.0094555
13,1654.78,1.09976,0.677,1.00647,0.01308,0.3455,0.33423,0.32751,0.15281,1.87894,1.2611,1.50985,0,0.009406,0.009406,0.009406,0.009406
14,1781.69,1.05091,0.64591,0.98958,0.015,0.84616,0.33387,0.32789,0.15546,1.87281,1.26367,1.50939,0,0.0093565,0.0093565,0.0093565,0.0093565
15,1908.57,1.01478,0.61502,0.97336,0.01428,0.83848,0.33619,0.32899,0.15447,1.88401,1.26052,1.5252,0,0.009307,0.009307,0.009307,0.009307
16,2035.46,0.97785,0.58344,0.95785,0.01207,0.33695,0.37359,0.33333,0.1591,1.88197,1.24604,1.54087,0,0.0092575,0.0092575,0.0092575,0.0092575
17,2162.41,0.94123,0.55885,0.94466,0.01223,0.33916,0.32926,0.32475,0.15568,1.87753,1.31974,1.53939,0,0.009208,0.009208,0.009208,0.009208
18,2289.31,0.91377,0.53828,0.9345,0.01221,0.34132,0.32276,0.32072,0.15202,1.8926,1.34924,1.5677,0,0.0091585,0.0091585,0.0091585,0.0091585
19,2416.17,0.8868,0.51404,0.92449,0.01244,0.34175,0.3247,0.32172,0.15419,1.88634,1.32853,1.56184,0,0.009109,0.009109,0.009109,0.009109
20,2543.06,0.8638,0.49875,0.91583,0.00941,0.34025,0.32038,0.31652,0.15257,1.88498,1.42208,1.56495,0,0.0090595,0.0090595,0.0090595,0.0090595
21,2670.02,0.84078,0.48152,0.90608,0.01157,0.34064,0.31288,0.31659,0.15376,1.88909,1.44338,1.57772,0,0.00901,0.00901,0.00901,0.00901
22,2796.96,0.81654,0.46524,0.89933,0.00994,0.33815,0.33111,0.32272,0.15656,1.88054,1.38157,1.56168,0,0.0089605,0.0089605,0.0089605,0.0089605
23,2923.78,0.80181,0.45522,0.89217,0.01066,0.33106,0.31792,0.31316,0.15278,1.87866,1.46803,1.56456,0,0.008911,0.008911,0.008911,0.008911
24,3050.6,0.78223,0.44138,0.88686,0.01115,0.33948,0.31726,0.3171,0.15338,1.90043,1.47039,1.60788,0,0.0088615,0.0088615,0.0088615,0.0088615
25,3177.46,0.75876,0.43003,0.88031,0.0092,0.3441,0.30736,0.31514,0.15299,1.89201,1.48024,1.59096,0,0.008812,0.008812,0.008812,0.008812
26,3304.37,0.74565,0.42109,0.87482,0.00919,0.33544,0.33084,0.31833,0.15731,1.87943,1.48458,1.57297,0,0.0087625,0.0087625,0.0087625,0.0087625
27,3431.17,0.72797,0.41064,0.87009,0.00891,0.33597,0.30694,0.30937,0.15184,1.89717,1.4895,1.61495,0,0.008713,0.008713,0.008713,0.008713
28,3558.01,0.71335,0.40348,0.86605,0.00921,0.33697,0.3073,0.31161,0.15302,1.88602,1.51447,1.61107,0,0.0086635,0.0086635,0.0086635,0.0086635
29,3684.84,0.69964,0.39345,0.86049,0.00876,0.32417,0.31588,0.31251,0.15534,1.88855,1.51985,1.61066,0,0.008614,0.008614,0.008614,0.008614
30,3811.71,0.68582,0.38751,0.85802,0.00836,0.33678,0.30503,0.30991,0.15225,1.89592,1.50852,1.63279,0,0.0085645,0.0085645,0.0085645,0.0085645
31,3938.63,0.67255,0.38062,0.85315,0.00868,0.34453,0.29904,0.30892,0.15412,1.87784,1.54373,1.61301,0,0.008515,0.008515,0.008515,0.008515
32,4065.54,0.66116,0.37421,0.85035,0.00851,0.34034,0.30395,0.31248,0.1557,1.87748,1.53597,1.61615,0,0.0084655,0.0084655,0.0084655,0.0084655
33,4192.41,0.65016,0.36881,0.84653,0.00821,0.34542,0.29659,0.30617,0.15125,1.8809,1.52754,1.63236,0,0.008416,0.008416,0.008416,0.008416
34,4319.29,0.64054,0.36436,0.8437,0.00818,0.3418,0.29946,0.31218,0.15423,1.88854,1.54368,1.62693,0,0.0083665,0.0083665,0.0083665,0.0083665
35,4446.24,0.6298,0.35829,0.8417,0.00798,0.34015,0.30245,0.31395,0.15785,1.87529,1.52154,1.63088,0,0.008317,0.008317,0.008317,0.008317
36,4573.12,0.61683,0.35023,0.8377,0.00777,0.34009,0.29849,0.31116,0.15469,1.87946,1.54305,1.63878,0,0.0082675,0.0082675,0.0082675,0.0082675
37,4700.05,0.61069,0.34609,0.83578,0.00785,0.33199,0.29819,0.30791,0.15436,1.88014,1.55129,1.64326,0,0.008218,0.008218,0.008218,0.008218
38,4826.89,0.59635,0.34578,0.83302,0.00802,0.34226,0.29734,0.30899,0.15444,1.87556,1.52462,1.64845,0,0.0081685,0.0081685,0.0081685,0.0081685
39,4953.81,0.5918,0.33703,0.83097,0.00895,0.34095,0.28697,0.30474,0.15335,1.87126,1.59812,1.63422,0,0.008119,0.008119,0.008119,0.008119
40,5080.77,0.58187,0.33237,0.82793,0.00748,0.33656,0.28721,0.30189,0.15241,1.87397,1.63147,1.62684,0,0.0080695,0.0080695,0.0080695,0.0080695
41,5207.68,0.5764,0.32908,0.82772,0.00726,0.3424,0.29411,0.30962,0.15624,1.87239,1.54658,1.65125,0,0.00802,0.00802,0.00802,0.00802
42,5334.58,0.56479,0.32369,0.82408,0.0072,0.3373,0.28833,0.3021,0.1523,1.8844,1.59471,1.65696,0,0.0079705,0.0079705,0.0079705,0.0079705
43,5461.57,0.55766,0.32443,0.82292,0.00887,0.33452,0.2877,0.30267,0.15244,1.87875,1.61241,1.64838,0,0.007921,0.007921,0.007921,0.007921
44,5588.55,0.54724,0.3189,0.82037,0.00786,0.33774,0.29321,0.30803,0.15613,1.86833,1.59421,1.64436,0,0.0078715,0.0078715,0.0078715,0.0078715
45,5715.42,0.54478,0.31575,0.81926,0.00712,0.34063,0.29213,0.31022,0.15796,1.86073,1.53321,1.66144,0,0.007822,0.007822,0.007822,0.007822
46,5842.35,0.53908,0.31165,0.8174,0.00812,0.34719,0.29689,0.30729,0.15803,1.86002,1.63018,1.64504,0,0.0077725,0.0077725,0.0077725,0.0077725
47,5969.25,0.53384,0.3093,0.81662,0.00809,0.33309,0.29297,0.30364,0.15459,1.86443,1.63041,1.64732,0,0.007723,0.007723,0.007723,0.007723
48,6096.21,0.52647,0.30414,0.81436,0.00775,0.33876,0.288,0.29933,0.15328,1.86243,1.66348,1.64021,0,0.0076735,0.0076735,0.0076735,0.0076735
49,6223.19,0.51531,0.30235,0.8127,0.00701,0.33819,0.28757,0.30624,0.15738,1.85945,1.6304,1.64424,0,0.007624,0.007624,0.007624,0.007624
50,6350.09,0.51392,0.29829,0.81165,0.00664,0.33922,0.28805,0.30298,0.15482,1.87502,1.61746,1.65451,0,0.0075745,0.0075745,0.0075745,0.0075745
51,6476.91,0.50749,0.29379,0.81013,0.00713,0.34257,0.28547,0.30629,0.15875,1.85159,1.62308,1.63875,0,0.007525,0.007525,0.007525,0.007525
52,6603.96,0.49838,0.29357,0.80895,0.00634,0.34847,0.27756,0.30407,0.15636,1.85804,1.64191,1.64852,0,0.0074755,0.0074755,0.0074755,0.0074755
53,6730.98,0.49477,0.29053,0.80777,0.00634,0.33885,0.28859,0.30278,0.15568,1.84618,1.5937,1.6424,0,0.007426,0.007426,0.007426,0.007426
54,6857.92,0.48927,0.2864,0.80701,0.00645,0.34109,0.28445,0.3053,0.15824,1.84382,1.60578,1.63974,0,0.0073765,0.0073765,0.0073765,0.0073765
55,6984.8,0.48127,0.28807,0.80524,0.00669,0.34069,0.28463,0.30455,0.158,1.84343,1.60614,1.64814,0,0.007327,0.007327,0.007327,0.007327
56,7111.64,0.48081,0.27991,0.80421,0.00599,0.34229,0.28012,0.30382,0.15751,1.84491,1.63956,1.65538,0,0.0072775,0.0072775,0.0072775,0.0072775
57,7238.5,0.47338,0.27816,0.8028,0.00645,0.34232,0.27978,0.30467,0.15881,1.83865,1.63601,1.64106,0,0.007228,0.007228,0.007228,0.007228
