epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/feat_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/feat_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
22,2674.91,0.83338,0.48426,0.90273,0.01111,0.34043,0.32154,0.32,0.15314,1.90164,1.41055,1.57133,0,0.0089605,0.0089605,0.0089605,0.0089605
23,2796.24,0.80978,0.46666,0.89426,0.01104,0.33661,0.32134,0.31485,0.15163,1.88985,1.40008,1.5798,0,0.008911,0.008911,0.008911,0.008911
24,2917.63,0.79058,0.45507,0.88815,0.01066,0.34265,0.33413,0.31987,0.15477,1.89924,1.39095,1.58238,0,0.0088615,0.0088615,0.0088615,0.0088615
25,3038.92,0.77542,0.44299,0.882,0.00987,0.33381,0.31366,0.31752,0.15703,1.88078,1.48777,1.5857,0,0.008812,0.008812,0.008812,0.008812
26,3160.26,0.75835,0.43209,0.87715,0.01063,0.34206,0.34206,0.31566,0.15289,1.90018,1.44731,1.59354,0,0.0087625,0.0087625,0.0087625,0.0087625
27,3281.59,0.74015,0.42073,0.87142,0.00974,0.33862,0.30705,0.30999,0.15116,1.89591,1.46217,1.61273,0,0.008713,0.008713,0.008713,0.008713
28,3402.89,0.72448,0.41148,0.86672,0.00967,0.33938,0.30341,0.30635,0.14811,1.90735,1.50857,1.60032,0,0.0086635,0.0086635,0.0086635,0.0086635
29,3524.25,0.70985,0.40641,0.86352,0.01049,0.32929,0.30671,0.30823,0.14958,1.90445,1.50998,1.60382,0,0.008614,0.008614,0.008614,0.008614
30,3645.67,0.69774,0.39646,0.85864,0.00965,0.33971,0.30503,0.31136,0.15236,1.90038,1.51061,1.61188,0,0.0085645,0.0085645,0.0085645,0.0085645
31,3766.98,0.68118,0.3895,0.85364,0.0097,0.3308,0.31235,0.31121,0.15282,1.88986,1.49006,1.61586,0,0.008515,0.008515,0.008515,0.008515
32,3888.32,0.66935,0.38405,0.8518,0.00919,0.33279,0.29279,0.30051,0.14578,1.91586,1.57083,1.61795,0,0.0084655,0.0084655,0.0084655,0.0084655
33,4009.68,0.66063,0.37824,0.84805,0.00861,0.34009,0.31488,0.31308,0.15491,1.89788,1.58029,1.62326,0,0.008416,0.008416,0.008416,0.008416
34,4131.02,0.64994,0.37127,0.84434,0.00883,0.33695,0.30166,0.30889,0.15327,1.89088,1.54544,1.62976,0,0.0083665,0.0083665,0.0083665,0.0083665
35,4252.34,0.63794,0.36635,0.84225,0.00911,0.32703,0.30263,0.30582,0.14964,1.90277,1.59306,1.61815,0,0.008317,0.008317,0.008317,0.008317
36,4373.74,0.62827,0.35846,0.83957,0.00907,0.34139,0.29341,0.30642,0.15138,1.90504,1.57414,1.63298,0,0.0082675,0.0082675,0.0082675,0.0082675
37,4495.09,0.61478,0.35402,0.83674,0.00882,0.33268,0.30227,0.30796,0.15252,1.89578,1.52404,1.64574,0,0.008218,0.008218,0.008218,0.008218
38,4616.42,0.6073,0.34966,0.83312,0.00862,0.33683,0.29723,0.30852,0.15517,1.88551,1.56291,1.63186,0,0.0081685,0.0081685,0.0081685,0.0081685
39,4737.84,0.5988,0.34439,0.83109,0.00865,0.32641,0.30336,0.30415,0.15176,1.88853,1.57926,1.63696,0,0.008119,0.008119,0.008119,0.008119
40,4859.25,0.58834,0.34163,0.82922,0.00899,0.34429,0.29691,0.30752,0.15343,1.87768,1.54899,1.62428,0,0.0080695,0.0080695,0.0080695,0.0080695
41,4980.69,0.58108,0.33693,0.82713,0.00882,0.34206,0.29051,0.30605,0.15397,1.88201,1.58676,1.62871,0,0.00802,0.00802,0.00802,0.00802
42,5102.06,0.57273,0.33508,0.82521,0.00852,0.33095,0.29867,0.30724,0.15497,1.8808,1.61,1.64327,0,0.0079705,0.0079705,0.0079705,0.0079705
43,5223.4,0.56597,0.32635,0.82268,0.00856,0.33915,0.29463,0.30635,0.15438,1.88417,1.57858,1.63223,0,0.007921,0.007921,0.007921,0.007921
44,5344.74,0.56034,0.32371,0.82182,0.00819,0.33454,0.29363,0.30439,0.15409,1.87728,1.58647,1.65868,0,0.0078715,0.0078715,0.0078715,0.0078715
45,5466.01,0.55059,0.32162,0.81948,0.00806,0.33471,0.31572,0.31155,0.15771,1.87688,1.55512,1.6464,0,0.007822,0.007822,0.007822,0.007822
46,5587.3,0.54197,0.31863,0.81751,0.00817,0.3351,0.28691,0.30143,0.15329,1.87443,1.66084,1.64832,0,0.0077725,0.0077725,0.0077725,0.0077725
47,5708.6,0.5381,0.314,0.8166,0.00821,0.33215,0.29351,0.30272,0.15351,1.88134,1.63338,1.64953,0,0.007723,0.007723,0.007723,0.007723
48,5829.92,0.52773,0.31103,0.81477,0.00821,0.33695,0.28194,0.30092,0.15432,1.87124,1.68194,1.63264,0,0.0076735,0.0076735,0.0076735,0.0076735
49,5951.31,0.52324,0.30577,0.81316,0.00818,0.33489,0.28991,0.30229,0.15372,1.87278,1.61565,1.64699,0,0.007624,0.007624,0.007624,0.007624
50,6072.67,0.51825,0.30471,0.81173,0.0081,0.33832,0.28811,0.30495,0.15559,1.87326,1.62691,1.65395,0,0.0075745,0.0075745,0.0075745,0.0075745
51,6194.05,0.51135,0.30336,0.81106,0.00807,0.34362,0.28889,0.30651,0.15741,1.86279,1.62532,1.64463,0,0.007525,0.007525,0.007525,0.007525
52,6315.45,0.50459,0.29829,0.80944,0.00749,0.34007,0.29318,0.30528,0.15589,1.86037,1.57639,1.6457,0,0.0074755,0.0074755,0.0074755,0.0074755
53,6436.89,0.50008,0.29596,0.8083,0.00792,0.33964,0.2817,0.30113,0.15381,1.87542,1.68125,1.66694,0,0.007426,0.007426,0.007426,0.007426
54,6558.27,0.4975,0.2931,0.80737,0.00797,0.34142,0.28056,0.29997,0.15312,1.87377,1.67147,1.64452,0,0.0073765,0.0073765,0.0073765,0.0073765
55,6679.57,0.48774,0.28957,0.80494,0.00802,0.33563,0.28767,0.30187,0.15366,1.86587,1.63643,1.66135,0,0.007327,0.007327,0.007327,0.007327
56,6800.97,0.48371,0.28543,0.80487,0.00773,0.33898,0.27574,0.29834,0.15271,1.86664,1.69342,1.65987,0,0.0072775,0.0072775,0.0072775,0.0072775
57,6922.22,0.48074,0.28711,0.80352,0.00771,0.33891,0.28152,0.29928,0.15188,1.8707,1.65193,1.66746,0,0.007228,0.007228,0.007228,0.007228
58,7043.5,0.47681,0.28193,0.80251,0.00755,0.34293,0.28068,0.29919,0.15346,1.86371,1.65975,1.65131,0,0.0071785,0.0071785,0.0071785,0.0071785
