epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.59633,5.77042,5.00033,3.18796,0.00083,0.00957,0.00043,9e-05,6.44177,4.34679,3.39167,0.0901,0.0011,0.0011
2,8.17682,5.53464,4.1966,3.0266,0.00049,0.00558,0.00025,5e-05,7.21237,4.19008,3.58209,0.0792886,0.00228861,0.00228861
3,11.7253,4.94044,3.50734,2.69262,0.00065,0.02273,0.00035,6e-05,7.42285,4.17673,3.67987,0.0684654,0.00346535,0.00346535
4,15.2792,4.5115,3.0297,2.46022,0.00024,0.00909,0.00013,2e-05,7.37535,4.30539,3.77762,0.0576302,0.0046302,0.0046302
5,18.8399,4.03675,2.87275,2.22466,0.00253,0.05989,0.00145,0.00053,5.63772,3.84945,3.08983,0.0467832,0.00578318,0.00578318
6,22.4398,3.78754,2.91331,2.0366,0.03697,0.29801,0.08149,0.02396,4.31596,3.17397,2.57447,0.0359243,0.00692427,0.00692427
7,26.0171,3.6163,2.95339,1.97027,0.62136,0.13955,0.09623,0.0286,3.62998,2.36667,2.13351,0.0250535,0.00805349,0.00805349
8,29.5923,3.42576,2.45296,1.83172,0.09991,0.15115,0.08924,0.02369,3.88604,2.52912,2.28137,0.0141708,0.00917082,0.00917082
9,33.1907,3.43256,2.77497,1.90691,0.10241,0.26396,0.13535,0.04538,3.57891,13.3506,2.30887,0.009604,0.009604,0.009604
10,36.7917,3.30997,5.17768,1.88772,0.12635,0.22887,0.13578,0.04667,3.55239,9.61891,2.24649,0.0095545,0.0095545,0.0095545
11,40.4409,3.26263,3.22868,1.86583,0.66785,0.21691,0.21526,0.06278,3.30055,5.11108,2.09667,0.009505,0.009505,0.009505
12,44.0555,3.15051,2.46419,1.74666,0.19525,0.23325,0.12334,0.03629,3.30796,2.65046,1.9466,0.0094555,0.0094555,0.0094555
13,47.623,3.23945,2.44058,1.80588,0.10482,0.43118,0.14939,0.03893,3.24874,3.42748,1.91596,0.009406,0.009406,0.009406
14,51.2331,3.22396,2.09125,1.72723,0.12066,0.1571,0.10001,0.03106,3.42908,5.16048,2.21437,0.0093565,0.0093565,0.0093565
