epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.10328,7.64422,11.2665,5.57891,0.00097,0.06364,0.00062,0.00022,10.0215,7.90279,6.6767,0.00018337,0.00018337,0.00018337
2,11.0689,5.93337,6.96401,4.1378,0.00271,0.08501,0.00173,0.00063,9.33929,7.34297,7.12509,0.000381512,0.000381512,0.000381512
3,15.9233,5.05218,5.6684,3.54432,0.04041,0.27592,0.03994,0.01318,5.24086,6.17562,4.70455,0.000577674,0.000577674,0.000577674
4,20.7656,4.81419,4.90617,3.32262,0.0058,0.11172,0.00394,0.00126,5.0772,8.1517,4.56889,0.000771855,0.000771855,0.000771855
5,25.5788,4.74326,4.81557,3.39143,0.19809,0.20758,0.13212,0.03942,4.7555,5.19737,4.38274,0.000964056,0.000964056,0.000964056
6,30.4153,4.79055,4.6276,3.33758,0.11751,0.37552,0.11514,0.03349,4.95596,5.67246,4.18631,0.00115428,0.00115428,0.00115428
7,35.1753,4.65323,4.5778,3.2065,0.22174,0.29333,0.21078,0.06773,4.7622,5.16034,3.69146,0.00134252,0.00134252,0.00134252
8,39.9784,4.58105,4.25483,3.18886,0.40292,0.22281,0.13324,0.04217,4.55495,5.98656,4.03075,0.00152878,0.00152878,0.00152878
9,44.7903,4.71856,4.72949,3.2919,0.11819,0.14709,0.07703,0.02406,4.71122,5.43018,4.48383,0.00160099,0.00160099,0.00160099
10,49.5812,4.4951,4.47341,3.16797,0.13857,0.26762,0.12195,0.03345,5.00777,6.89189,5.02713,0.00159274,0.00159274,0.00159274
11,54.3779,4.50528,4.42322,3.19695,0.70223,0.19298,0.28085,0.0822,4.51334,9.79999,4.23008,0.00158448,0.00158448,0.00158448
12,59.2001,4.5135,4.09363,3.21742,0.29919,0.27663,0.19807,0.05447,4.90025,5.47908,4.3156,0.00157623,0.00157623,0.00157623
13,63.9157,4.31123,4.05553,3.20089,0.19518,0.35263,0.15434,0.04962,4.41961,6.13632,3.74784,0.00156798,0.00156798,0.00156798
14,68.7383,4.41081,3.78667,3.06241,0.18583,0.38931,0.18765,0.06347,4.55061,4.84634,3.80539,0.00155973,0.00155973,0.00155973
15,73.5289,4.28792,3.74848,3.05087,0.20674,0.23732,0.142,0.0508,4.80657,4.91849,4.00896,0.00155148,0.00155148,0.00155148
16,78.288,4.24721,3.63321,2.99262,0.25612,0.32057,0.20616,0.07274,4.57929,4.27281,3.8011,0.00154323,0.00154323,0.00154323
17,83.0981,4.24789,3.61942,2.9937,0.34316,0.33096,0.26085,0.08111,4.54352,4.57009,3.6704,0.00153497,0.00153497,0.00153497
18,87.852,4.4795,3.68012,3.0917,0.27858,0.34641,0.23249,0.0672,4.9331,4.51648,4.06281,0.00152672,0.00152672,0.00152672
19,92.7058,4.44517,3.85511,3.1351,0.13376,0.14928,0.08787,0.02025,5.036,18.212,4.1559,0.00151847,0.00151847,0.00151847
20,97.5585,4.30281,3.48719,3.02,0.35642,0.32711,0.28322,0.09277,4.53133,7.18425,3.83437,0.00151022,0.00151022,0.00151022
21,102.415,4.2541,3.50403,2.975,0.25899,0.4752,0.33129,0.11961,4.30301,3.98965,3.45103,0.00150197,0.00150197,0.00150197
22,107.237,4.29343,3.39118,2.96559,0.38129,0.41866,0.34678,0.11502,4.43921,3.58572,3.61751,0.00149372,0.00149372,0.00149372
23,112.056,4.25836,3.32681,2.96326,0.37256,0.42767,0.32716,0.11842,4.23843,3.89486,3.41243,0.00148546,0.00148546,0.00148546
24,116.846,4.14358,3.2485,2.91565,0.26629,0.30622,0.32158,0.113,4.20068,3.9385,3.33455,0.00147721,0.00147721,0.00147721
25,121.608,4.1275,3.31568,2.9367,0.28238,0.3973,0.32996,0.1251,4.13991,3.54527,3.29111,0.00146896,0.00146896,0.00146896
26,126.503,4.24179,3.18724,2.87612,0.39427,0.43046,0.3599,0.13241,4.22519,3.31844,3.34404,0.00146071,0.00146071,0.00146071
27,131.376,4.10623,3.12607,2.85426,0.37774,0.44347,0.36877,0.13821,4.28121,3.34226,3.3938,0.00145246,0.00145246,0.00145246
28,136.259,4.1312,3.12074,2.83672,0.3938,0.43169,0.33288,0.10778,4.65832,3.594,3.85265,0.00144421,0.00144421,0.00144421
29,141.107,4.06474,3.08194,2.81052,0.48972,0.45175,0.41051,0.1477,4.0731,3.18156,3.26354,0.00143595,0.00143595,0.00143595
30,145.904,4.03681,3.0257,2.85088,0.45769,0.33429,0.34868,0.11929,4.40603,3.66909,3.51222,0.0014277,0.0014277,0.0014277
31,150.723,4.0839,3.07503,2.853,0.47927,0.43206,0.41499,0.14269,4.20708,3.27663,3.3535,0.00141945,0.00141945,0.00141945
32,155.538,4.09708,3.06448,2.87203,0.48877,0.42845,0.40104,0.14374,4.20355,3.43045,3.41072,0.0014112,0.0014112,0.0014112
33,160.322,4.04432,3.08332,2.88593,0.51336,0.36148,0.36733,0.13402,4.31997,3.61728,3.46092,0.00140295,0.00140295,0.00140295
34,165.188,4.18546,2.8978,2.80827,0.46726,0.34394,0.36776,0.13051,4.4893,3.77125,3.5972,0.0013947,0.0013947,0.0013947
35,169.998,4.06186,2.97465,2.81925,0.43594,0.37464,0.39178,0.13825,4.40369,3.56956,3.37365,0.00138644,0.00138644,0.00138644
36,174.786,4.02852,2.89951,2.8247,0.49397,0.42807,0.40511,0.15334,4.20398,3.15519,3.36341,0.00137819,0.00137819,0.00137819
37,179.582,4.04592,2.89341,2.82399,0.42757,0.41882,0.3596,0.1136,4.50861,3.4419,3.63277,0.00136994,0.00136994,0.00136994
38,184.39,3.98493,2.93562,2.79412,0.42837,0.39204,0.34875,0.10743,4.4954,3.60379,3.59493,0.00136169,0.00136169,0.00136169
39,189.115,3.91548,2.88379,2.81684,0.47941,0.47109,0.42496,0.15752,4.15209,3.16693,3.30783,0.00135344,0.00135344,0.00135344
40,193.881,3.92959,2.82125,2.78933,0.44171,0.41478,0.3784,0.13479,4.42749,3.41757,3.51411,0.00134519,0.00134519,0.00134519
41,198.65,3.98306,2.82724,2.77685,0.41709,0.42592,0.38973,0.13953,4.26699,3.31748,3.35731,0.00133693,0.00133693,0.00133693
42,203.417,3.9392,2.89779,2.75461,0.47773,0.38887,0.41677,0.15468,4.20906,3.09375,3.31127,0.00132868,0.00132868,0.00132868
43,208.223,3.92868,2.91866,2.77713,0.50421,0.40072,0.44235,0.17765,4.03342,3.1908,3.19096,0.00132043,0.00132043,0.00132043
44,213.033,3.892,2.75235,2.67459,0.45152,0.38563,0.36838,0.12813,4.50336,3.41039,3.59239,0.00131218,0.00131218,0.00131218
45,217.845,3.91184,2.81264,2.77301,0.47664,0.4488,0.42989,0.16156,4.11825,3.07975,3.24574,0.00130393,0.00130393,0.00130393
46,222.685,3.85044,2.62889,2.69406,0.48348,0.44483,0.44134,0.18072,4.08522,3.00859,3.26792,0.00129568,0.00129568,0.00129568
47,227.485,3.85261,2.71453,2.76995,0.51671,0.42807,0.43751,0.16983,4.17428,2.98867,3.24727,0.00128742,0.00128742,0.00128742
48,232.284,3.94663,2.69009,2.75779,0.45094,0.40901,0.38077,0.13981,4.301,3.29773,3.50045,0.00127917,0.00127917,0.00127917
