epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/feat_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/feat_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
33,4194.82,0.65499,0.37379,0.84615,0.00953,0.32566,0.30137,0.30529,0.15034,1.92004,1.60413,1.62352,0,0.008416,0.008416,0.008416,0.008416
34,4321.7,0.64467,0.36547,0.8437,0.00845,0.33987,0.30197,0.31258,0.15375,1.90237,1.59651,1.62073,0,0.0083665,0.0083665,0.0083665,0.0083665
35,4448.61,0.63462,0.36386,0.84105,0.00867,0.32856,0.30365,0.30381,0.14971,1.90667,1.61081,1.6117,0,0.008317,0.008317,0.008317,0.008317
36,4575.64,0.622,0.35473,0.83707,0.00772,0.34592,0.29487,0.31198,0.15429,1.9062,1.65414,1.61396,0,0.0082675,0.0082675,0.0082675,0.0082675
37,4702.62,0.6153,0.34973,0.83522,0.00743,0.33887,0.30264,0.30801,0.15365,1.8967,1.6344,1.61225,0,0.008218,0.008218,0.008218,0.008218
38,4829.47,0.60387,0.34544,0.83189,0.00804,0.3317,0.29465,0.30611,0.15161,1.89866,1.66141,1.62864,0,0.0081685,0.0081685,0.0081685,0.0081685
39,4956.45,0.59382,0.34186,0.82981,0.00763,0.33864,0.29633,0.3119,0.15566,1.89833,1.61943,1.63889,0,0.008119,0.008119,0.008119,0.008119
40,5083.45,0.58549,0.33657,0.82766,0.00722,0.3394,0.30215,0.31071,0.15448,1.89222,1.60594,1.63328,0,0.0080695,0.0080695,0.0080695,0.0080695
41,5210.38,0.57775,0.33265,0.82688,0.00717,0.33892,0.29177,0.30743,0.15576,1.88711,1.66931,1.60123,0,0.00802,0.00802,0.00802,0.00802
42,5337.28,0.56731,0.32794,0.82333,0.00761,0.34112,0.2991,0.3096,0.15471,1.89914,1.66949,1.62874,0,0.0079705,0.0079705,0.0079705,0.0079705
43,5464.14,0.56173,0.32684,0.82173,0.00717,0.33279,0.29159,0.30372,0.15235,1.90115,1.65243,1.64335,0,0.007921,0.007921,0.007921,0.007921
44,5591.04,0.55122,0.32351,0.81988,0.00732,0.33324,0.29398,0.30387,0.1521,1.89215,1.64855,1.64976,0,0.0078715,0.0078715,0.0078715,0.0078715
45,5717.92,0.5511,0.31683,0.8185,0.00687,0.34568,0.30138,0.31165,0.1568,1.88351,1.6541,1.63406,0,0.007822,0.007822,0.007822,0.007822
46,5844.86,0.54067,0.31523,0.81685,0.00664,0.33985,0.27372,0.29837,0.14981,1.89507,1.76035,1.66306,0,0.0077725,0.0077725,0.0077725,0.0077725
47,5971.76,0.53494,0.31396,0.81699,0.00645,0.34679,0.28248,0.30443,0.15355,1.88345,1.70002,1.63169,0,0.007723,0.007723,0.007723,0.007723
48,6098.62,0.52627,0.30863,0.81348,0.0071,0.33855,0.28863,0.30578,0.15404,1.89188,1.65424,1.64496,0,0.0076735,0.0076735,0.0076735,0.0076735
49,6225.55,0.51795,0.30544,0.81194,0.00685,0.34683,0.28284,0.3082,0.15713,1.87115,1.67809,1.61902,0,0.007624,0.007624,0.007624,0.007624
50,6352.39,0.51917,0.30153,0.81158,0.00631,0.33909,0.28152,0.30251,0.15303,1.87917,1.71185,1.63482,0,0.0075745,0.0075745,0.0075745,0.0075745
51,6479.23,0.50595,0.30046,0.80977,0.00652,0.35091,0.26734,0.29867,0.15367,1.87235,1.76631,1.61828,0,0.007525,0.007525,0.007525,0.007525
52,6606.14,0.50315,0.29507,0.80891,0.0072,0.34213,0.27546,0.30069,0.15251,1.87886,1.72802,1.63892,0,0.0074755,0.0074755,0.0074755,0.0074755
53,6732.95,0.49876,0.29181,0.8073,0.00674,0.34802,0.27942,0.30511,0.15537,1.87296,1.68989,1.6523,0,0.007426,0.007426,0.007426,0.007426
54,6859.84,0.49628,0.28992,0.80653,0.0066,0.3486,0.27646,0.30441,0.1555,1.8705,1.70962,1.641,0,0.0073765,0.0073765,0.0073765,0.0073765
55,6986.68,0.48701,0.28729,0.8042,0.00615,0.34927,0.2739,0.30675,0.15565,1.87752,1.71041,1.64562,0,0.007327,0.007327,0.007327,0.007327
