epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/feat_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/feat_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
1,130.042,2.43428,2.4775,1.90328,0.06974,0.29254,0.27492,0.26901,0.10618,2.09722,1.53841,1.58,0,0.00332538,0.00332538,0.00332538,0.00332538
2,257.485,1.86097,1.40073,1.36823,0.01379,0.33024,0.3277,0.3217,0.14313,1.86504,1.39837,1.44475,0,0.00662575,0.00662575,0.00662575,0.00662575
3,384.661,1.8014,1.31374,1.32331,0.01777,0.83658,0.33675,0.32987,0.14882,1.89647,1.3318,1.44329,0,0.00989312,0.00989312,0.00989312,0.00989312
4,511.965,1.72811,1.20332,1.28789,0.02467,0.8382,0.34749,0.3402,0.15996,1.8237,1.23639,1.42329,0,0.0098515,0.0098515,0.0098515,0.0098515
5,639.224,1.62424,1.10539,1.23691,0.02102,0.84902,0.36575,0.35878,0.16953,1.85418,1.13351,1.40508,0,0.009802,0.009802,0.009802,0.009802
6,766.456,1.54129,1.02689,1.19473,0.01953,0.84457,0.34905,0.34271,0.16175,1.82305,1.18412,1.40547,0,0.0097525,0.0097525,0.0097525,0.0097525
7,893.671,1.46063,0.96433,1.15932,0.019,0.84691,0.35674,0.35213,0.16721,1.86192,1.15657,1.43498,0,0.009703,0.009703,0.009703,0.009703
8,1020.59,1.39488,0.90721,1.12812,0.02124,0.8559,0.34705,0.35157,0.1633,1.87423,1.16412,1.4477,0,0.0096535,0.0096535,0.0096535,0.0096535
9,1147.52,1.33063,0.86115,1.099,0.0189,0.85652,0.34661,0.35091,0.1697,1.83297,1.15843,1.4161,0,0.009604,0.009604,0.009604,0.009604
10,1274.5,1.27315,0.81283,1.07476,0.01839,0.85319,0.34166,0.34361,0.16506,1.84254,1.18591,1.44587,0,0.0095545,0.0095545,0.0095545,0.0095545
11,1401.47,1.20794,0.76576,1.04787,0.02019,0.84573,0.33957,0.33513,0.15794,1.86124,1.18656,1.4596,0,0.009505,0.009505,0.009505,0.009505
12,1528.58,1.15803,0.72668,1.02601,0.01734,0.84659,0.34263,0.33384,0.15764,1.86054,1.17583,1.46738,0,0.0094555,0.0094555,0.0094555,0.0094555
13,1655.56,1.10486,0.69044,1.00521,0.01676,0.8452,0.33687,0.32819,0.15476,1.87362,1.24869,1.47548,0,0.009406,0.009406,0.009406,0.009406
14,1782.58,1.07156,0.66025,0.99025,0.01485,0.8418,0.3289,0.32665,0.1554,1.86931,1.30397,1.4779,0,0.0093565,0.0093565,0.0093565,0.0093565
15,1909.59,1.02033,0.62452,0.97075,0.01452,0.34368,0.32086,0.32188,0.15153,1.89934,1.34275,1.50174,0,0.009307,0.009307,0.009307,0.009307
16,2036.52,0.98839,0.59522,0.95735,0.01388,0.349,0.32194,0.32496,0.15265,1.91257,1.3361,1.52196,0,0.0092575,0.0092575,0.0092575,0.0092575
17,2163.53,0.95364,0.56809,0.94469,0.01286,0.34554,0.31864,0.32048,0.15069,1.91796,1.35743,1.5385,0,0.009208,0.009208,0.009208,0.009208
18,2290.44,0.92648,0.54939,0.93418,0.01173,0.34587,0.32128,0.32312,0.15238,1.90554,1.37907,1.5485,0,0.0091585,0.0091585,0.0091585,0.0091585
19,2417.41,0.89566,0.52332,0.92442,0.01219,0.32406,0.34277,0.32598,0.15698,1.88394,1.35595,1.53416,0,0.009109,0.009109,0.009109,0.009109
20,2544.36,0.87436,0.50782,0.91305,0.01323,0.3225,0.32963,0.31855,0.15186,1.91266,1.40926,1.54474,0,0.0090595,0.0090595,0.0090595,0.0090595
21,2671.28,0.84799,0.48775,0.90644,0.01352,0.33123,0.3193,0.31972,0.1537,1.90959,1.44989,1.56601,0,0.00901,0.00901,0.00901,0.00901
22,2798.31,0.82737,0.47679,0.89882,0.01256,0.34084,0.30844,0.31498,0.15048,1.90742,1.46378,1.57326,0,0.0089605,0.0089605,0.0089605,0.0089605
23,2925.26,0.80539,0.4613,0.89267,0.01195,0.32598,0.32141,0.31528,0.15175,1.90941,1.49576,1.56482,0,0.008911,0.008911,0.008911,0.008911
24,3052.22,0.79174,0.44995,0.887,0.01162,0.36447,0.30372,0.31393,0.15102,1.9198,1.50922,1.57349,0,0.0088615,0.0088615,0.0088615,0.0088615
25,3179.21,0.7681,0.4364,0.8793,0.01055,0.33998,0.31103,0.31503,0.15242,1.90278,1.49217,1.58197,0,0.008812,0.008812,0.008812,0.008812
26,3306.25,0.75365,0.42716,0.87507,0.01062,0.33924,0.30855,0.31447,0.15218,1.90661,1.51558,1.58621,0,0.0087625,0.0087625,0.0087625,0.0087625
27,3433.12,0.73536,0.41991,0.87001,0.01181,0.33299,0.30982,0.31388,0.15353,1.89771,1.52393,1.58234,0,0.008713,0.008713,0.008713,0.008713
28,3560.1,0.71795,0.41166,0.86582,0.01037,0.33793,0.30311,0.31016,0.15049,1.91388,1.52168,1.59596,0,0.0086635,0.0086635,0.0086635,0.0086635
29,3687.13,0.70893,0.4019,0.86077,0.01014,0.33918,0.29525,0.30666,0.14903,1.91515,1.55237,1.60471,0,0.008614,0.008614,0.008614,0.008614
30,3814.12,0.69303,0.39488,0.85711,0.0102,0.36779,0.29056,0.31123,0.1517,1.91971,1.57453,1.60983,0,0.0085645,0.0085645,0.0085645,0.0085645
31,3941.06,0.67585,0.38658,0.85212,0.01015,0.32907,0.3079,0.31205,0.1527,1.90604,1.58311,1.60117,0,0.008515,0.008515,0.008515,0.008515
32,4067.91,0.6693,0.38202,0.85001,0.00887,0.34139,0.31037,0.31686,0.15626,1.90079,1.58096,1.58579,0,0.0084655,0.0084655,0.0084655,0.0084655
