imgsz,pot_lo_px,pot_hi_px,n_gt,recall_mean,recall_std,n_seeds
640,0,4,0,nan,0.0,3
640,4,8,82,0.0244,0.0,3
640,8,12,467,0.0749,0.0021,3
640,12,16,771,0.2745,0.0094,3
640,16,20,748,0.5735,0.0177,3
640,20,24,520,0.7795,0.0289,3
640,24,32,661,0.8553,0.0092,3
640,32,48,540,0.8414,0.0123,3
640,48,64,216,0.7855,0.0267,3
640,64,96,61,0.9126,0.025,3
640,96,inf,1,0.0,0.0,3
