imgsz,phys_lo_px,phys_hi_px,n_gt,recall_mean,recall_std,n_seeds
1920,0,8,0,nan,0.0,3
1920,8,16,2,0.0,0.0,3
1920,16,24,80,0.0125,0.0,3
1920,24,32,246,0.0285,0.0163,3
1920,32,48,992,0.1754,0.0121,3
1920,48,64,939,0.5683,0.0228,3
1920,64,96,990,0.8296,0.0188,3
1920,96,128,410,0.8431,0.0037,3
1920,128,192,346,0.8276,0.0167,3
1920,192,inf,62,0.9247,0.0186,3
